Start Date,00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00
21-03,0,0,0,0,0,0,0,0,0,0,0,0,2.83608,20.62476,49.66884,65.754,104.33592,136.3284,177.44688,216.34236,219.73068,242.52228,251.75592,246.35052,274.4352,264.13452,227.85048,185.73516,151.31376,151.50564,138.26592,123.17292,82.34928,50.62824,28.11276,10.30536,1.01088,0,0,0,0,0,0,0,0,0,0,0
22-03,0,0,0,0,0,0,0,0,0,0,0,0,1.33952,10.18472,28.48664,55.48608,89.14464,114.7068,128.72184,165.55656,180.3204,214.10688,223.73312,234.35152,229.9024,216.01736,211.41224,186.41896,147.55104,140.91792,127.3584,92.5288,69.32224,47.11408,25.65056,8.65904,1.18456,0,0,0,0,0,0,0,0,0,0,0
23-03,0,0,0,0,0,0,0,0,0,0,0,0,2.43828,13.94172,32.30604,52.0182,74.45412,98.6778,133.71696,144.3312,160.21512,190.28412,201.34764,203.00436,218.21904,219.64644,231.0048,199.86408,163.69704,149.20308,120.1122,99.57636,70.4574,50.58144,29.6478,10.31472,1.15596,0,0,0,0,0,0,0,0,0,0,0
24-03,0,0,0,0,0,0,0,0,0,0,0,0.00936,4.17456,19.98828,41.56308,78.24024,121.3056,160.35084,206.59392,260.99424,274.14036,305.56656,342.13608,330.03828,351.13572,289.16784,266.62896,254.41416,250.8948,265.41684,231.06564,194.55228,141.27984,102.61368,47.51604,18.79956,3.24792,0,0,0,0,0,0,0,0,0,0,0
25-03,0,0,0,0,0,0,0,0,0,0,0,0.0572,5.5848,23.3532,57.3664,107.4892,137.2436,187.9332,258.362,287.5912,287.0816,301.7976,331.4376,337.0432,306.462,285.506,272.168,240.8588,269.2456,221.5148,235.3312,166.5092,150.8312,114.7016,56.186,26.6292,5.0596,0.0208,0,0,0,0,0,0,0,0,0,0
26-03,0,0,0,0,0,0,0,0,0,0,0,0.1248,8.112,26.7696,57.6576,116.74,159.5256,199.9192,222.69,245.8664,243.5108,302.1304,326.1544,315.2604,331.4272,330.174,337.8128,288.5792,281.6216,238.4252,214.5884,180.2476,142.6568,107.8688,48.1832,21.2264,4.9608,0.7384,0.0884,0,0,0,0,0,0,0,0,0
27-03,0,0,0,0,0,0,0,0,0,0,0,0.03276,4.94208,15.79968,34.51968,97.36272,144.80388,180.3906,216.52488,245.79828,277.63164,289.13508,317.38824,323.28972,331.59204,330.92748,301.33584,303.83496,286.37388,222.9084,213.72156,193.28868,139.6278,102.2112,63.01152,32.26392,10.52064,3.38832,0.75816,0.00936,0,0,0,0,0,0,0,0
28-03,0,0,0,0,0,0,0,0,0,0,0,0.03952,4.71224,11.13892,31.0778,70.83752,86.86548,132.19544,184.32232,219.46808,223.4232,246.56996,236.14344,292.97164,267.16092,330.20364,316.36696,307.19416,259.32608,233.48052,210.52928,182.93652,145.3842,92.31456,55.82564,26.81068,11.29856,4.00712,0.70564,0.01508,0,0,0,0,0,0,0,0
29-03,0,0,0,0,0,0,0,0,0,0,0,0.75816,11.21796,39.23712,67.9068,90.19764,123.15888,185.64156,230.30748,262.37952,237.72996,236.41956,266.78808,309.73644,301.05504,300.59172,268.00488,238.2822,247.82472,172.65456,143.00208,143.676,87.37092,81.2682,58.39236,24.70572,6.77664,1.64268,0.41652,0,0,0,0,0,0,0,0,0
30-03,0,0,0,0,0,0,0,0,0,0,0,0.8658,15.55164,33.1812,71.7444,124.94664,151.78176,145.72584,189.45108,259.4592,297.4608,324.1134,332.59824,338.3406,335.35476,330.02424,334.64808,301.28904,280.8,258.09264,238.48344,194.40252,154.38852,124.42248,77.71608,42.15276,14.68584,3.58488,0.936,0.01872,0,0,0,0,0,0,0,0
31-03,0,0,0,0,0,0,0,0,0,0,0,0.98696,9.70112,22.2404,73.48328,116.08896,153.21176,159.71696,180.388,196.09616,202.24152,241.00024,246.2772,236.17776,257.13376,283.3688,292.26184,286.20384,203.62368,176.11984,151.91072,129.30944,108.78296,86.27008,61.14576,25.4332,10.17952,2.83608,1.15024,0.04368,0,0,0,0,0,0,0,0
01-04,0,0,0,0,0,0,0,0,0,0,0,0.9724,7.87904,19.81616,61.7084,91.96304,115.38176,135.17088,196.11384,221.55536,254.39336,275.93176,280.80936,292.3752,300.47264,289.1148,293.22384,269.91848,250.4476,224.2292,199.33056,187.5432,146.8844,104.1508,61.776,32.46152,12.948,2.42112,0.50232,0.00936,0,0,0,0,0,0,0,0
02-04,0,0.0104,0,0,0,0,0,0,0,0,0,1.57456,11.58144,27.34472,64.97296,99.88888,132.1788,173.732,213.98,250.29888,269.13432,282.21336,294.34808,308.39328,311.77328,317.9904,335.85864,306.02728,285.1524,260.48984,242.55816,213.61704,165.22688,122.95088,87.28928,40.39048,23.77648,10.38752,3.29992,0.13208,0,0,0,0,0,0,0,0
03-04,0,0,0,0,0,0,0,0,0,0,0.01625,2.0839,12.56905,34.37525,71.8393,110.68265,156.90675,204.97165,252.41905,277.5565,275.9913,312.32045,340.40955,361.45915,360.5979,356.75965,369.6277,351.92885,345.15845,309.5872,289.4216,217.13965,167.4998,116.402,101.47345,58.05605,25.8986,9.9138,2.81515,0.1274,0,0,0,0,0,0,0,0
04-04,0,0,0,0,0,0,0,0,0,0,0,2.88808,16.70344,35.74896,77.43112,114.21904,139.84464,178.07712,203.03088,235.29168,246.56632,296.03808,307.68816,306.46096,296.40936,306.11256,277.52192,267.74072,262.40344,248.70664,224.27184,213.59312,175.72256,129.10352,83.47248,44.36744,25.7972,11.59912,3.22296,0.11752,0,0,0,0,0,0,0,0
05-04,0,0,0,0,0,0,0,0,0,0,0,2.23912,11.93816,29.81888,51.91056,85.16976,141.36304,175.70176,250.3748,294.3772,331.17448,339.23656,338.0468,325.546,348.23672,346.05168,346.91488,322.49256,300.92088,267.07408,254.71992,214.60712,180.88616,153.56328,98.57432,51.96152,31.84376,11.24552,3.85528,0.5148,0,0,0,0,0,0,0,0
06-04,0,0,0,0,0,0,0,0,0,0,0,3.56967,18.27189,44.23419,94.22361,141.23187,196.20783,234.25272,270.4923,291.1779,331.57332,359.23446,359.24616,356.00409,374.33682,380.24883,396.06723,402.23664,363.79044,344.36025,280.75437,244.69614,199.02519,154.00008,103.81059,50.8716,27.7641,11.39814,3.83292,0.38025,0,0,0,0,0,0,0,0
07-04,0,0,0,0,0,0,0,0,0,0,0.10764,5.48028,19.3986,38.84868,97.40016,131.2506,170.85276,211.89168,243.48168,277.37424,306.40896,323.3178,349.29648,354.77676,354.28536,368.31132,378.07848,374.18004,337.62456,304.47144,237.30876,197.60832,171.8496,145.88496,95.64984,47.14632,24.83676,10.1322,4.66596,0.39312,0,0,0,0,0,0,0,0
08-04,0,0,0,0,0,0,0,0,0,0,0.0468,4.67064,17.34876,45.65808,99.1926,138.29868,180.51228,215.25192,269.76456,302.78196,329.4954,333.36576,346.40892,351.85644,357.14952,355.914,352.3104,345.74436,314.43984,270.63972,244.94184,211.419,182.71188,132.8418,89.95896,45.00756,23.38128,8.19468,1.94688,0.24804,0,0,0,0,0,0,0,0
09-04,0,0,0,0,0,0,0,0,0,0,0.12636,4.5162,12.63132,29.61036,55.64052,83.58948,121.28688,146.87712,192.68964,242.29296,309.9798,318.123,352.79244,346.30596,393.12468,363.54708,312.76908,242.76096,208.48932,164.80152,137.5218,109.78812,100.25964,84.66588,62.8524,35.84412,17.88696,6.88428,1.83924,0.48672,0.00936,0,0,0,0,0,0,0
10-04,0,0,0,0,0,0,0,0,0,0,0.36608,7.3008,22.85192,55.78144,104.572,145.40032,190.10056,227.75064,254.71264,285.55592,303.98368,328.76792,358.95808,353.15904,344.91288,355.65296,328.12728,336.87368,286.99736,262.96296,228.96328,193.64072,163.98616,126.568,88.87528,41.20064,22.21544,6.90872,4.11632,0.51688,0.00936,0,0,0,0,0,0,0
11-04,0,0,0,0,0,0,0,0,0,0,0.40144,8.27944,22.72192,52.41704,104.52624,151.52904,193.9652,234.33176,270.09736,321.10208,333.48744,346.03088,360.45048,378.99056,391.00984,388.35056,379.47416,343.41736,321.56904,299.2184,264.70184,211.31552,167.94856,132.58336,87.49312,38.51536,20.05536,5.09912,2.64368,0.35568,0.00936,0,0,0,0,0,0,0
12-04,0,0,0,0,0,0,0,0,0,0,0.84552,7.4204,20.97368,56.35864,99.28776,132.0748,171.46584,196.36656,245.87784,273.28704,280.08552,284.89968,259.22104,290.98992,293.11568,285.61208,282.75832,219.56792,242.44168,189.12504,197.08728,159.30512,130.01144,117.75296,72.774,48.73024,28.46376,11.5284,4.63736,1.01712,0.00936,0,0,0,0,0,0,0
13-04,0,0,0,0,0,0,0,0,0,0,0.83616,9.09896,22.09168,58.58008,82.98056,104.98072,144.78568,165.49208,203.00384,259.97504,290.71016,268.34288,296.77856,265.67008,295.08024,256.66576,255.16088,232.9652,245.93296,215.06888,174.0804,161.47456,143.2392,116.66824,95.83288,61.45776,41.33584,19.21192,6.55928,1.24488,0.03848,0,0,0,0,0,0,0
14-04,0,0,0,0,0,0,0,0,0,0,1.59952,11.02816,26.1924,73.03712,116.45296,149.4896,199.38152,243.83216,239.8292,266.10896,305.49896,281.346,275.45648,284.16752,249.33272,254.29768,223.80592,268.90344,228.3528,198.15328,159.77,145.70088,118.44352,106.00928,77.1888,51.662,30.8984,10.98656,3.28848,0.78104,0.01872,0,0,0,0,0,0,0
15-04,0,0,0,0,0,0,0,0,0,0,1.26464,8.93152,25.04528,50.5648,71.42408,99.78176,135.94152,178.0532,197.60728,245.18208,334.07088,368.07472,330.01072,321.7344,281.35328,268.40944,251.5084,251.264,220.70568,187.77096,136.16512,122.05648,119.00616,87.14368,67.32544,51.39056,33.9456,15.548,4.41896,1.21888,0.052,0,0,0,0,0,0,0
16-04,0,0,0,0,0,0,0,0,0,0,2.01136,10.244,20.644,43.93168,73.15672,106.15384,137.02416,158.20896,171.02696,179.07136,197.12472,200.37576,217.7032,247.24752,240.08296,228.38296,232.71456,230.7136,235.93856,235.54544,229.9492,200.15528,143.67496,97.66744,73.05168,51.6412,39.15288,18.38824,6.25664,1.56,0.03328,0,0,0,0,0,0,0
17-04,0,0,0,0,0,0,0,0,0,0,2.1424,13.04056,28.11432,82.05392,123.68616,160.64256,205.1244,255.45728,311.74208,343.97584,363.40824,386.14888,386.99336,409.6768,423.40376,390.81328,387.29184,371.4932,321.31528,275.19544,218.55288,202.8572,167.78632,134.79024,91.81328,72.68352,34.67984,13.50336,6.38768,1.91152,0.09672,0,0,0,0,0,0,0
18-04,0,0,0,0,0,0,0,0,0,0.00936,3.22452,18.33624,30.75228,48.087,75.8394,103.10976,118.57716,163.76256,200.94984,211.33008,255.63096,309.4416,322.89192,264.75228,253.11312,238.10436,220.5918,207.3708,204.75936,186.2874,164.619,136.58112,109.31544,86.03244,71.63676,44.97012,28.8522,13.91832,5.33052,1.34784,0.06552,0,0,0,0,0,0,0
19-04,0,0,0,0,0,0,0,0,0,0.03016,3.39144,15.20272,31.21664,60.18376,94.0576,126.4276,162.8224,212.16312,248.10448,246.13056,303.732,349.99848,331.30136,309.64128,350.064,351.15184,308.54096,317.30608,288.8496,261.92192,237.75128,219.09368,186.9192,137.38712,101.42288,70.4236,43.52816,23.23776,10.37712,3.35816,0.23816,0,0,0,0,0,0,0
20-04,0,0,0,0,0,0,0,0,0,0.0702,4.3992,17.7372,36.4104,66.5028,99.41256,132.62184,187.5978,241.49736,290.35188,318.45528,357.7626,355.76424,408.18024,434.97792,447.993,445.6296,432.00144,412.08336,381.92544,353.08728,332.57952,294.2082,244.53,193.518,144.29376,91.72332,50.02452,24.25176,8.03556,2.15748,0.13104,0,0,0,0,0,0,0
21-04,0,0,0,0,0,0,0,0,0,0.17316,4.3992,14.56416,32.65704,58.43916,76.30272,105.14556,128.2554,151.38396,167.28192,180.72288,214.04448,237.85632,248.7888,242.24616,240.90768,264.36384,242.7282,223.5636,223.29216,203.57064,197.69256,207.42228,183.82572,153.84096,139.04748,76.869,41.18868,16.9416,5.71896,1.72224,0.17316,0,0,0,0,0,0,0
22-04,0,0,0,0,0,0,0,0,0,0.13572,6.0606,21.17232,44.7174,101.00844,139.99752,183.48876,219.14568,265.66956,277.641,315.03888,250.90884,261.3312,320.95908,386.16084,290.17872,337.6854,318.92796,322.53156,249.64056,253.59984,289.29888,202.527,128.14308,123.38352,102.35628,84.4506,42.95304,18.28008,7.24464,2.5272,0.31824,0,0,0,0,0,0,0
23-04,0,0,0,0,0,0,0,0,0,0.17316,5.62068,17.73252,31.8942,48.68604,78.47424,105.3702,129.57984,175.3596,212.86512,228.64608,263.47932,290.83392,326.81376,338.03172,374.2128,234.5148,313.87356,322.09632,260.24544,248.01192,234.84708,198.8298,165.2508,128.817,105.9084,83.36016,54.83556,21.84156,7.76412,2.34936,0.29016,0,0,0,0,0,0,0
24-04,0,0,0,0,0,0,0,0,0,0.26208,5.48496,14.84028,32.23116,56.30976,83.20104,122.67684,217.86336,255.8322,280.44432,324.12276,274.45392,240.10272,263.57292,241.73136,249.67332,278.86716,263.59164,264.29364,223.33428,278.13708,172.2474,225.2484,137.61072,149.85828,124.39908,94.2552,42.70968,22.9086,6.05124,2.28852,0.34164,0,0,0,0,0,0,0
25-04,0,0,0,0,0,0,0,0,0,0.351,7.99344,21.65436,40.54284,73.05948,115.011,152.22168,216.25812,216.44064,188.58996,211.83084,240.86088,240.46776,252.17712,220.31568,223.938,250.965,290.73096,245.94804,286.91208,259.58088,231.24816,195.35724,138.76668,124.28208,113.07816,100.56384,66.43728,27.96768,8.97156,2.12004,0.36972,0.00936,0,0,0,0,0,0
26-04,0,0,0,0,0,0,0,0,0,0.2808,6.9264,19.6092,34.4916,64.30788,88.99956,111.54312,133.146,157.87044,188.95968,246.987,271.75356,299.18772,325.7514,351.17784,349.04376,279.95292,211.64364,257.3766,219.15036,198.46008,198.52092,188.8614,162.64872,110.93004,93.06648,66.00672,40.96872,21.11148,8.61588,3.05136,0.44928,0,0,0,0,0,0,0
27-04,0,0,0,0,0,0,0,0,0,1.03896,9.49572,22.82904,42.88284,100.05372,141.13008,169.73892,159.6816,196.23708,251.4096,272.39004,291.39552,319.14792,325.5408,314.06544,304.71012,305.37468,312.32916,297.00216,274.87044,235.23084,205.09164,177.22224,155.66148,121.99824,76.37292,55.2474,34.69284,16.78248,5.87808,1.71756,0.15444,0,0,0,0,0,0,0
28-04,0,0,0,0,0,0,0,0,0,0.85644,9.50976,23.53572,46.0512,70.78968,133.85736,149.14224,179.37504,229.6944,226.08144,222.16896,240.06996,240.1776,286.21944,276.63012,294.29712,282.12444,303.39036,273.83148,252.65448,246.90744,213.30972,182.68848,153.15768,122.265,121.95144,86.56128,44.6004,22.64184,7.98408,3.2058,0.55224,0.01872,0,0,0,0,0,0
29-04,0,0,0,0,0,0,0,0,0,1.053,9.18684,23.94288,54.03528,90.7452,128.14776,155.36664,184.16268,223.52148,246.58452,275.769,308.00016,321.16968,336.31884,375.20028,362.49408,360.63144,338.77116,335.61216,307.15308,271.49148,240.68772,193.53204,172.89324,141.87888,112.47912,72.189,48.9294,28.44972,9.90756,3.94056,0.7254,0.01872,0,0,0,0,0,0
30-04,0,0,0,0,0,0,0,0,0,1.79712,11.79828,26.57772,52.65468,121.70808,151.13124,193.8924,247.82004,281.9232,325.71396,360.51912,376.623,389.01096,379.97388,380.22192,389.73168,365.8122,369.954,383.058,352.74096,333.333,282.36312,273.41028,218.63088,179.17848,139.8618,105.00984,68.04252,31.44492,7.90452,3.2058,0.51948,0,0,0,0,0,0,0
01-05,0,0,0,0,0,0,0,0,0,1.88604,10.66104,23.80248,44.6238,105.06132,137.31588,187.24212,223.50276,239.90148,270.99072,280.73916,278.57232,314.93592,324.82008,347.49468,378.72432,374.91948,332.71992,305.53848,290.81052,273.2184,252.35964,229.59612,177.255,150.71004,116.23716,88.76556,60.40476,30.98628,10.68444,2.1762,0.29952,0,0,0,0,0,0,0
02-05,0,0.0208,0,0,0,0,0,0,0,0.82888,9.26016,23.80248,50.0292,97.59776,109.59312,134.99408,191.05216,247.9932,264.6709,285.33648,287.08992,315.62544,349.09888,342.02584,351.95264,331.56552,359.35848,327.81528,284.778,283.05472,299.12688,260.08424,203.2524,152.75936,82.83704,55.31136,47.5956,32.04032,10.57888,3.34464,0.6708,0.01872,0,0,0,0,0,0
03-05,0,0,0,0,0,0,0,0,0.00936,2.912,11.91424,26.54912,55.32176,105.77632,150.96952,183.42896,225.72784,258.83416,286.81952,246.98856,216.64864,207.77016,203.60496,183.25112,197.01864,293.87488,255.78488,263.56824,227.396,244.68912,195.23608,188.83176,167.71248,143.0052,115.1384,92.16896,62.556,31.75432,11.02088,5.1636,1.57352,0.02808,0,0,0,0,0,0
04-05,0,0,0,0,0,0,0,0,0.02808,3.14496,14.43312,28.71648,57.22704,82.69092,118.04364,170.99316,188.46828,235.6848,218.4858,230.38704,233.63964,260.78364,286.24752,273.06864,293.68872,267.1344,267.29352,324.10872,237.94056,267.84108,219.10824,194.7582,164.619,138.879,87.93252,94.03056,46.86084,30.69612,12.08844,3.78612,0.73008,0.05616,0,0,0,0,0,0
05-05,0,0,0,0,0,0,0,0,0.00936,3.80952,16.54848,37.94076,73.32156,117.66456,168.67188,189.05796,218.61216,285.60168,280.0512,268.8426,305.13132,288.58752,310.41036,298.67292,286.94016,290.02896,276.38676,294.15672,278.04348,279.61128,258.41088,203.91228,172.06956,148.34196,123.06528,105.0192,67.33116,45.5598,18.63576,5.9904,1.6848,0.0936,0,0,0,0,0,0
06-05,0,0,0,0,0,0,0,0,0.06552,4.36176,15.76692,30.28896,59.18796,95.1444,132.55632,183.30624,229.47912,261.27972,318.50208,325.69992,310.03596,373.815,330.34716,385.97364,385.57116,373.46868,350.298,333.71676,283.83732,276.18552,263.24064,211.03056,179.25336,143.98956,110.94408,76.84092,53.83872,29.65248,9.61272,1.95624,0.32292,0.02808,0,0,0,0,0,0
07-05,0,0,0,0,0,0,0,0,0.15912,4.67064,16.01028,29.80692,54.99468,90.36612,130.0104,162.57384,195.32448,247.38012,284.13216,278.6004,320.0184,315.51624,323.62668,347.87376,319.51764,323.9028,319.77504,297.75564,302.31864,257.92416,211.9806,175.72932,143.19396,131.47524,102.88044,84.24,56.05704,38.57256,18.13032,6.1542,1.50228,0.117,0,0,0,0,0,0
08-05,0,0,0,0,0,0,0,0,0.08892,2.77524,11.69532,27.45756,50.44572,74.89872,95.55624,106.45596,142.91316,175.89312,195.38064,240.14484,224.94888,242.72352,236.53656,250.1694,252.0648,236.3166,242.28828,233.532,213.34716,202.06836,172.8792,150.14376,121.4226,109.64772,94.27392,70.86456,51.80292,29.9052,11.62512,2.84076,0.76752,0.10296,0,0,0,0,0,0
09-05,0,0,0,0,0,0,0,0,0.17316,4.8438,14.9994,29.76012,65.30004,118.29168,163.99656,198.6894,238.53492,277.7814,322.81704,361.08072,377.25012,393.93432,401.10876,391.67856,403.89804,384.14844,376.7166,358.76412,311.33232,312.94224,289.7388,253.13184,200.70648,168.2694,135.35028,104.71968,82.68156,51.04476,17.3862,7.86708,2.4102,0.33228,0,0,0,0,0,0
10-05,0,0,0,0,0,0,0,0,0.22932,5.38668,16.29576,29.05344,68.65092,113.3964,151.63668,189.75996,230.18112,263.27808,298.01772,324.13212,328.302,337.16592,359.05896,306.34344,326.88864,310.2606,327.75912,312.95628,356.41008,285.31152,209.93076,243.28044,191.7864,160.32744,125.18532,88.9434,79.77996,50.51124,18.95868,9.38808,3.40236,0.55692,0,0,0,0,0,0
11-05,0,0,0,0,0,0,0,0,0.62244,8.2134,21.22848,38.08584,76.46184,117.47736,160.72992,208.40976,231.26688,271.78632,287.62344,328.5594,355.12308,372.68244,385.23888,361.72188,379.37016,325.26468,303.19848,299.30472,276.93432,293.36112,249.01344,230.06412,212.37372,170.42688,125.71416,106.47,75.45564,48.41928,16.53912,7.137,1.72692,0.2574,0,0,0,0,0,0
12-05,0,0,0,0,0,0,0,0,0.89856,9.01836,25.61364,43.07004,85.03092,121.81572,165.906,186.09084,200.08404,240.0138,244.84356,318.6144,343.6524,333.32832,354.18708,374.4,367.7778,357.50988,327.70296,335.75256,327.02436,308.71152,278.29152,239.98104,203.13072,168.4098,135.16308,98.28468,76.92516,44.75016,16.848,6.41628,2.53656,0.52884,0.00936,0,0,0,0,0
13-05,0,0,0,0,0,0,0,0,0.49608,6.201,17.43768,33.7428,80.4492,130.22568,172.32228,207.7452,249.4674,291.93372,330.90876,346.04856,375.35472,397.55664,398.0574,381.9582,382.239,360.67356,366.5844,352.17,340.10496,334.3158,298.4436,274.02804,246.97764,197.1918,161.12772,127.45512,95.82768,58.96332,22.52016,8.56908,3.39768,0.4212,0,0,0,0,0,0
14-05,0,0,0,0,0,0,0,0,0.79092,6.46308,18.0648,37.61784,57.50316,89.65944,134.68104,172.05084,203.80464,233.70984,276.02172,313.01244,356.26032,396.46152,362.56896,348.57576,305.39808,348.87996,412.074,379.04724,369.7668,372.37824,319.53168,263.65248,234.46332,201.96072,175.17708,139.15044,102.82428,60.16608,20.72304,7.45992,2.7612,0.40248,0,0,0,0,0,0
15-05,0,0,0,0,0,0,0,0,2.02176,8.7984,17.8074,32.33412,61.41096,94.28796,117.33228,149.0814,180.2268,194.95944,214.812,232.46964,267.96276,289.72944,280.07928,271.98288,295.68708,294.19884,261.87876,252.20052,293.88996,226.12824,237.94992,187.88328,158.70816,129.39264,89.39268,69.147,48.54096,29.89584,14.8824,5.63472,1.99368,0.234,0,0,0,0,0,0
16-05,0,0,0,0,0,0,0,0,0.95784,7.30392,18.95088,30.87344,78.63128,123.88688,156.8476,199.40336,237.82824,270.22632,294.9388,326.38944,350.584,353.85584,354.1772,357.96488,370.88792,392.93488,383.92328,341.03368,338.93912,328.68992,295.08752,267.25608,225.72992,191.38184,153.5768,128.52528,93.38472,58.74544,19.7028,7.62736,3.07944,0.64584,0.01872,0,0,0,0,0
17-05,0,0,0,0,0,0,0,0,0.5616,4.42728,13.51584,26.0442,46.15416,62.57628,85.2462,112.63824,135.05076,177.32988,214.49844,231.61788,250.49232,276.55524,312.039,365.54544,400.49568,369.4626,355.1184,353.8314,313.12008,300.55428,290.59056,251.93844,216.66996,186.04872,144.03636,119.14812,91.6344,54.11952,20.2878,8.07768,2.35404,0.3978,0.01872,0,0,0,0,0
18-05,0,0,0,0,0,0,0,0,0.62244,5.64876,15.77628,29.03472,52.58448,81.09972,105.62292,135.5094,170.89488,209.34576,247.06188,272.727,312.87672,294.7698,313.78932,268.16868,264.29832,254.08656,287.59068,301.92552,236.5506,195.28236,159.59268,122.05908,121.17924,141.36876,138.74328,98.80416,68.94576,45.27432,20.30652,8.59716,3.35556,0.7956,0.03744,0,0,0,0,0
19-05,0,0,0,0,0,0,0,0,1.2168,8.81244,22.78224,42.95304,63.91476,99.64188,130.2678,153.07812,192.6522,214.96644,213.7356,212.18184,203.89824,213.4548,262.01448,270.42912,272.493,279.03096,298.70568,330.525,344.448,307.9674,218.30328,242.2836,243.90756,178.14888,160.56612,104.013,99.1692,63.17064,27.56052,9.67356,3.41172,0.61308,0.03276,0,0,0,0,0
20-05,0,0,0,0,0,0,0,0,1.25424,7.70796,20.13804,39.68172,69.37632,106.06284,146.93796,200.91708,255.8556,308.70684,339.48252,346.37148,359.57844,369.77148,385.9362,379.32336,376.6464,372.4812,307.67256,337.5216,258.02712,249.07896,198.65196,183.35304,179.25804,130.30056,81.65664,69.49332,47.04804,36.33552,20.11932,7.91856,2.87352,0.62244,0.03276,0,0,0,0,0
21-05,0,0,0,0,0,0,0,0.05616,2.02176,9.2664,21.09276,39.17628,86.3226,119.223,150.6492,196.7706,253.69812,290.96028,329.05548,303.64776,289.94004,303.59628,318.52548,368.11944,397.5894,388.34172,382.11732,375.05988,324.44568,311.90328,286.35048,272.61936,237.37896,202.2696,164.92944,128.10564,98.6544,69.05808,32.42772,14.859,6.87024,2.46168,0.35568,0,0,0,0,0
22-05,0,0,0,0,0,0,0,0,0.35516,6.25144,17.30092,31.8162,49.77076,66.63488,69.6176,89.91788,128.49772,147.35448,187.96752,193.99016,221.25376,245.57988,254.28572,291.19532,320.19832,333.22172,327.14292,377.94276,317.87444,268.72196,305.42616,269.36936,272.48208,206.19144,162.5754,141.9184,96.59884,75.41456,35.29188,17.68208,5.99976,2.02176,0.30576,0.00468,0,0,0,0
23-05,0,0,0,0,0,0,0,0.078,2.81788,12.58088,24.75876,40.80752,97.7444,135.49588,172.3696,217.49416,255.81764,284.72652,309.08436,264.67896,339.0478,374.31264,354.64832,379.68112,338.23504,294.79788,309.9018,304.22392,331.69604,317.77148,274.19912,247.6422,215.20304,181.09104,157.50384,110.73868,69.53908,40.66868,25.41864,14.07016,6.48388,1.33588,0.36816,0.03744,0,0,0,0
24-05,0,0,0,0,0,0,0,0.04524,2.03684,7.95652,21.28568,37.67244,54.15696,87.13328,102.43376,127.72344,156.48204,193.69896,214.33776,242.63512,271.41348,307.72196,302.1304,278.2702,281.1562,239.82348,240.2582,233.49976,252.09236,259.54968,230.59556,204.28044,188.00496,161.56296,127.59604,97.56448,68.28328,49.29652,32.90924,21.67932,9.79992,2.99676,0.45292,0.01872,0,0,0,0
25-05,0,0,0,0,0,0,0,0.078,2.33272,11.53152,22.16968,39.17784,57.59624,111.83536,141.23408,183.58912,261.02544,252.59312,256.30696,276.43096,272.69008,324.7764,348.24088,338.7592,354.09296,359.84104,336.74472,313.7264,348.52064,272.19088,255.67048,225.5032,139.75104,171.24744,118.14816,137.33928,62.92728,63.99224,36.08384,15.87456,6.24104,2.48976,0.54496,0.0208,0,0,0,0
26-05,0,0,0,0,0,0,0,0.04992,4.55,11.46808,24.4348,38.3136,94.18032,128.6272,150.69704,180.88928,209.12008,239.65656,239.6108,210.34416,275.6832,257.66936,269.55136,265.18544,306.84368,268.36784,269.7812,253.56968,303.97328,251.0716,236.19544,249.02072,195.85176,150.57016,125.89616,91.57304,70.2104,51.70464,33.71368,17.05288,7.08344,3.35712,0.65416,0.026,0,0,0,0
27-05,0,0,0,0,0,0,0,0.13715,3.0186,10.89075,28.58635,52.0754,84.8458,100.7175,155.50665,208.6188,240.46035,311.26745,260.24505,256.87155,266.63,294.91995,318.99725,294.6138,247.82225,248.9357,303.5162,285.0055,251.58185,237.744,201.8211,192.3571,154.0695,131.36825,111.41,88.33435,65.7267,42.77,24.5765,13.1963,5.05635,1.56325,0.1638,0,0,0,0,0
28-05,0,0,0,0,0,0,0,0.05408,1.89072,8.22536,23.1296,47.74016,66.24176,87.11456,112.9752,219.86744,242.64344,234.57096,189.05744,204.58048,234.74464,235.37384,258.4348,248.44976,283.66832,319.50152,305.0684,305.39912,354.82096,330.46832,303.04872,287.81688,230.11664,207.80344,171.85688,148.2572,120.66704,63.28296,28.4232,13.20072,5.80944,2.0488,0.27456,0,0,0,0,0
29-05,0,0,0,0,0,0,0,0.09776,2.30984,8.55504,17.48448,40.83456,69.96184,92.18352,94.98216,122.86976,153.5352,154.7468,216.8088,297.16648,305.24104,364.65,382.00656,357.56864,364.07384,393.0368,396.97112,398.72976,360.9112,326.33328,300.4612,269.20816,237.68368,211.45904,158.60624,112.5956,57.10016,52.40872,32.31904,16.54224,6.22024,2.06648,0.312,0,0,0,0,0
