Start Date,00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00
19-03,0,0,0,0,0,0,0,0,0,0,0,0,17.6,122.2222222,312.6444444,711.7733333,1171.133333,1551.831111,1890.484444,2127.791111,2374.484444,2414.28,2549.36,2667.768889,2833.942222,2770.875556,2714.311111,2617.217778,2262.626667,1731.546667,1339.8,1265.977778,948.4444444,785.9377778,380.7466667,149.3066667,17.35555556,0,0,0,0,0,0,0,0,0,0,0
20-03,0,0,0,0,0,0,0,0,0,0,0,0,13.464,118.1057778,302.7982222,725.6675556,1143.041778,1530.065778,1821.903111,2087.144889,2321.342222,2616.699556,2695.645333,2598.845333,2712.120889,2608.818667,2521.160889,2584.256889,2483.330667,1967.455111,1919.808,1468.182222,885.3093333,666.7173333,369.6097778,118.0275556,13.35644444,0,0,0,0,0,0,0,0,0,0,0
21-03,0,0,0,0,0,0,0,0,0,0,0,0,26.664,193.908,466.972,618.2,980.936,1281.72,1668.304,2033.988,2065.844,2280.124,2366.936,2316.116,2580.16,2483.316,2142.184,1746.228,1422.608,1424.412,1299.936,1158.036,774.224,475.992,264.308,96.888,9.504,0,0,0,0,0,0,0,0,0,0,0
22-03,0,0,0,0,0,0,0,0,0,0,0,0,12.59377778,95.75377778,267.8231111,521.664,838.112,1078.44,1210.205333,1556.514667,1695.32,2012.970667,2103.473778,2203.304889,2161.475556,2030.932444,1987.636444,1752.656889,1387.232,1324.869333,1197.386667,869.9288889,651.7475556,442.9528889,241.1591111,81.40977778,11.13688889,0,0,0,0,0,0,0,0,0,0,0
23-03,0,0,0,0,0,0,0,0,0,0,0,0,22.924,131.076,303.732,489.06,699.996,927.74,1257.168,1356.96,1506.296,1788.996,1893.012,1908.588,2051.632,2065.052,2171.84,1879.064,1539.032,1402.764,1129.26,936.188,662.42,475.552,278.74,96.976,10.868,0,0,0,0,0,0,0,0,0,0,0
24-03,0,0,0,0,0,0,0,0,0,0,0,0.088,39.248,187.924,390.764,735.592,1140.48,1507.572,1942.336,2453.792,2577.388,2872.848,3216.664,3102.924,3301.276,2718.672,2506.768,2391.928,2358.84,2495.372,2172.412,1829.124,1328.272,964.744,446.732,176.748,30.536,0,0,0,0,0,0,0,0,0,0,0
25-03,0,0,0,0,0,0,0,0,0,0,0,0.537777778,52.50666667,219.56,539.3422222,1010.582222,1290.324444,1766.893333,2429.044444,2703.848889,2699.057778,2837.413333,3116.08,3168.782222,2881.266667,2684.244444,2558.844444,2264.484444,2531.368889,2082.617778,2212.515556,1565.471111,1418.071111,1078.391111,528.2444444,250.36,47.56888889,0.195555556,0,0,0,0,0,0,0,0,0,0
26-03,0,0,0,0,0,0,0,0,0,0,0,1.173333333,76.26666667,251.68,542.08,1097.555556,1499.813333,1879.582222,2093.666667,2311.564444,2289.417778,2840.542222,3066.408889,2963.986667,3115.982222,3104.2,3176.017778,2713.137778,2647.724444,2241.604444,2017.497778,1694.635556,1341.217778,1014.151111,453.0044444,199.5644444,46.64,6.942222222,0.831111111,0,0,0,0,0,0,0,0,0
27-03,0,0,0,0,0,0,0,0,0,0,0,0.308,46.464,148.544,324.544,915.376,1361.404,1695.98,2035.704,2310.924,2610.212,2718.364,2983.992,3039.476,3117.532,3111.284,2833.072,2856.568,2692.404,2095.72,2009.348,1817.244,1312.74,960.96,592.416,303.336,98.912,31.856,7.128,0.088,0,0,0,0,0,0,0,0
28-03,0,0,0,0,0,0,0,0,0,0,0,0.371555556,44.30311111,104.7248889,292.1844444,665.9937778,816.684,1242.863111,1732.944889,2063.375111,2100.56,2318.179111,2220.152,2754.434222,2511.769333,3104.478667,2974.390222,2888.150222,2438.108444,2195.116,1979.335111,1719.916,1366.86,867.9146667,524.8564444,252.0662222,106.2257778,37.67377778,6.634222222,0.141777778,0,0,0,0,0,0,0,0
29-03,0,0,0,0,0,0,0,0,0,0,0,7.128,105.468,368.896,638.44,848.012,1157.904,1745.348,2165.284,2466.816,2235.068,2222.748,2508.264,2912.052,2830.432,2826.076,2519.704,2240.26,2329.976,1623.248,1344.464,1350.8,821.436,764.06,548.988,232.276,63.712,15.444,3.916,0,0,0,0,0,0,0,0,0
30-03,0,0,0,0,0,0,0,0,0,0,0,8.14,146.212,311.96,674.52,1174.712,1427.008,1370.072,1781.164,2439.36,2796.64,3047.22,3126.992,3180.98,3152.908,3102.792,3146.264,2832.632,2640,2426.512,2242.152,1827.716,1451.516,1169.784,730.664,396.308,138.072,33.704,8.8,0.176,0,0,0,0,0,0,0,0
31-03,0,0,0,0,0,0,0,0,0,0,0,9.279111111,91.20711111,209.0977778,690.8684444,1091.434667,1440.452444,1501.612444,1695.955556,1843.639111,1901.416,2265.814222,2315.426667,2220.474667,2417.496889,2664.151111,2747.760889,2690.805333,1914.410667,1655.827556,1428.220444,1215.729778,1022.745778,811.0862222,574.8746667,239.1155556,95.70488889,26.664,10.81422222,0.410666667,0,0,0,0,0,0,0,0
01-04,0,0,0,0,0,0,0,0,0,0,0,9.142222222,74.07644444,186.3057778,580.1644444,864.6097778,1084.785778,1270.837333,1843.805333,2082.999111,2391.732444,2594.230222,2640.088,2748.826667,2824.956444,2718.173333,2756.805333,2537.695111,2354.635556,2108.137778,1874.048,1763.226667,1380.964444,979.1955556,580.8,305.1937778,121.7333333,22.76266667,4.722666667,0.088,0,0,0,0,0,0,0,0
02-04,0,0.097777778,0,0,0,0,0,0,0,0,0,14.80355556,108.8853333,257.0871111,610.8568889,939.1262222,1242.706667,1633.377778,2011.777778,2353.237333,2530.322667,2653.288,2767.375111,2899.424,2931.201778,2989.653333,3157.645333,2877.179556,2680.92,2449.049778,2280.461333,2008.365333,1553.415111,1155.948444,820.6684444,379.7395556,223.5395556,97.66044444,31.02488889,1.241777778,0,0,0,0,0,0,0,0
03-04,0,0,0,0,0,0,0,0,0,0,0.152777778,19.59222222,118.1705556,323.1861111,675.4122222,1040.606111,1475.191667,1927.083889,2373.170556,2609.505556,2594.79,2936.346111,3200.431667,3398.333889,3390.236667,3354.150556,3475.132222,3308.732778,3245.079444,2910.648889,2721.057778,2041.483889,1574.784444,1094.377778,954.0238889,545.8261111,243.4911111,93.20666667,26.46722222,1.197777778,0,0,0,0,0,0,0,0
04-04,0,0,0,0,0,0,0,0,0,0,0,27.15288889,157.0408889,336.1013333,727.9848889,1073.854222,1314.778667,1674.229333,1908.837333,2212.144,2318.144889,2783.264,2892.794667,2881.256889,2786.754667,2877.981333,2609.180444,2517.220444,2467.040889,2338.267556,2108.538667,2008.140444,1652.092444,1213.793778,784.784,417.1297778,242.5377778,109.0515556,30.30133333,1.104888889,0,0,0,0,0,0,0,0
05-04,0,0,0,0,0,0,0,0,0,0,0,21.05155556,112.2391111,280.3484444,488.048,800.7413333,1329.054222,1651.896889,2353.951111,2767.648889,3113.606222,3189.403556,3178.217778,3060.688889,3274.020444,3253.477333,3261.592889,3031.981333,2829.170667,2510.952889,2394.802667,2017.673778,1700.639111,1443.757333,926.7671111,488.5271111,299.3857778,105.7271111,36.24622222,4.84,0,0,0,0,0,0,0,0
06-04,0,0,0,0,0,0,0,0,0,0,0,33.561,171.787,415.877,885.863,1327.821,1844.689,2202.376,2543.09,2737.57,3117.356,3377.418,3377.528,3347.047,3519.406,3574.989,3723.709,3781.712,3420.252,3237.575,2639.571,2300.562,1871.177,1447.864,975.997,478.28,261.03,107.162,36.036,3.575,0,0,0,0,0,0,0,0
07-04,0,0,0,0,0,0,0,0,0,0,1.012,51.524,182.38,365.244,915.728,1233.98,1606.308,1992.144,2289.144,2607.792,2880.768,3039.74,3283.984,3335.508,3330.888,3462.756,3554.584,3517.932,3174.248,2862.552,2231.108,1857.856,1615.68,1371.568,899.272,443.256,233.508,95.26,43.868,3.696,0,0,0,0,0,0,0,0
08-04,0,0,0,0,0,0,0,0,0,0,0.44,43.912,163.108,429.264,932.58,1300.244,1697.124,2023.736,2536.248,2846.668,3097.82,3134.208,3256.836,3308.052,3357.816,3346.2,3312.32,3250.588,2956.272,2544.476,2302.872,1987.7,1717.804,1248.94,845.768,423.148,219.824,77.044,18.304,2.332,0,0,0,0,0,0,0,0
09-04,0,0,0,0,0,0,0,0,0,0,1.188,42.46,118.756,278.388,523.116,785.884,1140.304,1380.896,1811.612,2277.968,2914.34,2990.9,3316.852,3255.868,3696.044,3417.964,2940.564,2282.368,1960.156,1549.416,1292.94,1032.196,942.612,796.004,590.92,336.996,168.168,64.724,17.292,4.576,0.088,0,0,0,0,0,0,0
10-04,0,0,0,0,0,0,0,0,0,0,3.441777778,68.64,214.8471111,524.4408889,983.1555556,1367.011556,1787.270222,2141.245333,2394.734222,2684.713778,2857.966222,3090.980444,3374.819556,3320.298667,3242.770667,3343.745778,3084.957333,3167.188444,2698.265778,2472.301333,2152.646222,1820.553778,1541.750222,1189.955556,835.5795556,387.3564444,208.8631111,64.95377778,38.70044444,4.859555556,0.088,0,0,0,0,0,0,0
11-04,0,0,0,0,0,0,0,0,0,0,3.774222222,77.84088889,213.6248889,492.8097778,982.7253333,1424.632,1823.604444,2203.119111,2539.376889,3018.908444,3135.352,3253.281778,3388.850667,3563.159111,3676.160889,3651.159111,3567.705778,3228.710222,3023.298667,2813.164444,2488.649778,1986.727111,1579.003556,1246.510222,822.5848889,362.1102222,188.5546667,47.94044444,24.85511111,3.344,0.088,0,0,0,0,0,0,0
12-04,0,0,0,0,0,0,0,0,0,0,7.949333333,69.76444444,197.1884444,529.8675556,933.4746667,1241.728889,1612.072,1846.181333,2311.672,2569.365333,2633.282667,2678.544,2437.120889,2735.802667,2755.788444,2685.241778,2658.411556,2064.313778,2279.366222,1778.098667,1852.957333,1497.740444,1222.329778,1107.079111,684.2,458.1475556,267.608,108.3866667,43.59911111,9.562666667,0.088,0,0,0,0,0,0,0
13-04,0,0,0,0,0,0,0,0,0,0,7.861333333,85.54577778,207.6995556,550.7528889,780.1591111,986.9982222,1361.232889,1555.908444,1908.583111,2444.209778,2733.172444,2522.881778,2790.225778,2497.752889,2774.258667,2413.096889,2398.948444,2190.271111,2312.190222,2022.015111,1636.653333,1518.136889,1346.693333,1096.880889,900.9928889,577.808,388.6275556,180.6248889,61.66844444,11.704,0.361777778,0,0,0,0,0,0,0
14-04,0,0,0,0,0,0,0,0,0,0,15.03822222,103.6835556,246.2533333,686.6737778,1094.856889,1405.457778,1874.527111,2292.439111,2254.804444,2501.879111,2872.212444,2645.133333,2589.761778,2671.660444,2344.153778,2390.832889,2104.158222,2528.152,2146.906667,1862.979556,1502.111111,1369.837333,1113.571556,996.6684444,725.7066667,485.7111111,290.4977778,103.2924444,30.91733333,7.343111111,0.176,0,0,0,0,0,0,0
15-04,0,0,0,0,0,0,0,0,0,0,11.88977778,83.97155556,235.4684444,475.3955556,671.5084444,938.1191111,1278.082667,1674.004444,1857.846222,2305.130667,3140.837333,3460.531556,3102.664889,3024.853333,2645.201778,2523.507556,2364.608889,2362.311111,2075.010667,1765.368,1280.184889,1147.539556,1118.861333,819.2995556,632.9742222,483.1591111,319.1466667,146.1777778,41.54577778,11.45955556,0.488888889,0,0,0,0,0,0,0
16-04,0,0,0,0,0,0,0,0,0,0,18.91022222,96.31111111,194.0888889,413.0328889,687.7982222,998.0275556,1288.261333,1487.434667,1607.945778,1683.576889,1853.309333,1883.874667,2046.782222,2324.549333,2257.190222,2147.190222,2187.914667,2169.102222,2218.225778,2214.529778,2161.915556,1881.801778,1350.790222,918.2408889,686.8106667,485.5155556,368.104,172.8808889,58.82311111,14.66666667,0.312888889,0,0,0,0,0,0,0
17-04,0,0,0,0,0,0,0,0,0,0,20.14222222,122.6035556,264.3226667,771.4471111,1162.861333,1510.314667,1928.52,2401.735111,2930.908444,3233.960889,3416.658667,3630.459556,3638.399111,3851.662222,3980.719111,3674.312889,3641.205333,3492.671111,3020.912889,2587.307556,2054.770667,1907.204444,1577.478222,1267.258667,863.2017778,683.3493333,326.0497778,126.9546667,60.05511111,17.97155556,0.909333333,0,0,0,0,0,0,0
18-04,0,0,0,0,0,0,0,0,0,0.088,30.316,172.392,289.124,452.1,713.02,969.408,1114.828,1539.648,1889.272,1986.864,2403.368,2909.28,3035.736,2489.124,2379.696,2238.588,2073.94,1949.64,1925.088,1751.42,1547.7,1284.096,1027.752,808.852,673.508,422.796,271.26,130.856,50.116,12.672,0.616,0,0,0,0,0,0,0
19-04,0,0,0,0,0,0,0,0,0,0.283555556,31.88533333,142.9315556,293.4897778,565.8302222,884.3022222,1188.635556,1530.808889,1994.696,2332.606222,2314.048,2855.6,3290.584,3114.799111,2911.157333,3291.2,3301.427556,2900.812444,2983.219556,2715.68,2462.513778,2235.268444,2059.855111,1757.36,1291.673778,953.5484444,662.1022222,409.2391111,218.4746667,97.56266667,31.57244444,2.239111111,0,0,0,0,0,0,0
20-04,0,0,0,0,0,0,0,0,0,0.66,41.36,166.76,342.32,625.24,934.648,1246.872,1763.74,2270.488,2729.804,2994.024,3363.58,3344.792,3837.592,4089.536,4211.9,4189.68,4061.552,3874.288,3590.752,3319.624,3126.816,2766.06,2299,1819.4,1356.608,862.356,470.316,228.008,75.548,20.284,1.232,0,0,0,0,0,0,0
21-04,0,0,0,0,0,0,0,0,0,1.628,41.36,136.928,307.032,549.428,717.376,988.548,1205.82,1423.268,1572.736,1699.104,2012.384,2236.256,2339.04,2277.528,2264.944,2485.472,2282.06,2101.88,2099.328,1913.912,1858.648,1950.124,1728.276,1446.368,1307.284,722.7,387.244,159.28,53.768,16.192,1.628,0,0,0,0,0,0,0
22-04,0,0,0,0,0,0,0,0,0,1.276,56.98,199.056,420.42,949.652,1316.216,1725.108,2060.344,2497.748,2610.3,2961.904,2358.972,2456.96,3017.564,3630.572,2728.176,3174.82,2998.468,3032.348,2347.048,2384.272,2719.904,1904.1,1204.764,1160.016,962.324,793.98,403.832,171.864,68.112,23.76,2.992,0,0,0,0,0,0,0
23-04,0,0,0,0,0,0,0,0,0,1.628,52.844,166.716,299.86,457.732,737.792,990.66,1218.272,1648.68,2001.296,2149.664,2477.156,2734.336,3072.608,3178.076,3518.24,2204.84,2950.948,3028.256,2446.752,2331.736,2207.964,1869.34,1553.64,1211.1,995.72,783.728,515.548,205.348,72.996,22.088,2.728,0,0,0,0,0,0,0
24-04,0,0,0,0,0,0,0,0,0,2.464,51.568,139.524,303.028,529.408,782.232,1153.372,2048.288,2405.26,2636.656,3047.308,2580.336,2257.376,2478.036,2272.688,2347.356,2621.828,2478.212,2484.812,2099.724,2614.964,1619.42,2117.72,1293.776,1408.924,1169.564,886.16,401.544,215.38,56.892,21.516,3.212,0,0,0,0,0,0,0
25-04,0,0,0,0,0,0,0,0,0,3.3,75.152,203.588,381.172,686.884,1081.3,1431.144,2033.196,2034.912,1773.068,1991.572,2264.504,2260.808,2370.896,2071.344,2105.4,2359.5,2733.368,2312.332,2697.464,2440.504,2174.128,1836.692,1304.644,1168.464,1063.128,945.472,624.624,262.944,84.348,19.932,3.476,0.088,0,0,0,0,0,0
26-04,0,0,0,0,0,0,0,0,0,2.64,65.12,184.36,324.28,604.604,836.748,1048.696,1251.8,1484.252,1776.544,2322.1,2554.948,2812.876,3062.62,3301.672,3281.608,2632.036,1989.812,2419.78,2060.388,1865.864,1866.436,1775.62,1529.176,1042.932,874.984,620.576,385.176,198.484,81.004,28.688,4.224,0,0,0,0,0,0,0
27-04,0,0,0,0,0,0,0,0,0,9.768,89.276,214.632,403.172,940.676,1326.864,1595.836,1501.28,1844.964,2363.68,2560.932,2739.616,3000.536,3060.64,2952.752,2864.796,2871.044,2936.428,2792.328,2584.252,2211.572,1928.212,1666.192,1463.484,1146.992,718.036,519.42,326.172,157.784,55.264,16.148,1.452,0,0,0,0,0,0,0
28-04,0,0,0,0,0,0,0,0,0,8.052,89.408,221.276,432.96,665.544,1258.488,1402.192,1686.432,2159.52,2125.552,2088.768,2257.068,2258.08,2690.952,2600.796,2766.896,2652.452,2852.388,2574.484,2375.384,2321.352,2005.476,1717.584,1439.944,1149.5,1146.552,813.824,419.32,212.872,75.064,30.14,5.192,0.176,0,0,0,0,0,0
29-04,0,0,0,0,0,0,0,0,0,9.9,86.372,225.104,508.024,853.16,1204.808,1460.712,1731.444,2101.484,2318.316,2592.7,2895.728,3019.544,3161.972,3527.524,3408.064,3390.552,3185.028,3155.328,2887.764,2552.484,2262.876,1819.532,1625.492,1333.904,1057.496,678.7,460.02,267.476,93.148,37.048,6.82,0.176,0,0,0,0,0,0
30-04,0,0,0,0,0,0,0,0,0,16.896,110.924,249.876,495.044,1144.264,1420.892,1822.92,2329.932,2650.56,3062.268,3389.496,3540.9,3657.368,3572.404,3574.736,3664.144,3439.26,3478.2,3601.4,3316.368,3133.9,2654.696,2570.524,2055.504,1684.584,1314.94,987.272,639.716,295.636,74.316,30.14,4.884,0,0,0,0,0,0,0
01-05,0,0,0,0,0,0,0,0,0,17.732,100.232,223.784,419.54,987.756,1291.004,1760.396,2101.308,2255.484,2547.776,2639.428,2619.056,2960.936,3053.864,3267.044,3560.656,3524.884,3128.136,2872.584,2734.116,2568.72,2372.612,2158.596,1666.5,1416.932,1092.828,834.548,567.908,291.324,100.452,20.46,2.816,0,0,0,0,0,0,0
02-05,0,0.195555556,0,0,0,0,0,0,0,7.792888889,87.06133333,223.784,470.36,917.5857778,1030.362667,1269.175111,1796.216889,2331.56,2488.358889,2682.650667,2699.136,2967.418667,3282.126222,3215.627556,3308.956444,3117.282667,3378.584,3082.024,2677.4,2661.198222,2812.304,2445.236444,1910.92,1436.199111,778.8097778,520.0213333,447.48,301.2337778,99.45955556,31.44533333,6.306666667,0.176,0,0,0,0,0,0
03-05,0,0,0,0,0,0,0,0,0.088,27.37777778,112.0142222,249.6071111,520.1191111,994.4782222,1419.371556,1724.545778,2122.227556,2433.483556,2696.593778,2322.114667,2036.867556,1953.394667,1914.234667,1722.873778,1852.312,2762.926222,2404.815111,2477.992,2137.911111,2300.496,1835.552889,1775.341333,1576.784,1344.493333,1082.497778,866.5457778,588.1333333,298.5448889,103.6151111,48.54666667,14.79377778,0.264,0,0,0,0,0,0
04-05,0,0,0,0,0,0,0,0,0.264,29.568,135.696,269.984,538.032,777.436,1109.812,1607.628,1771.924,2215.84,2054.14,2166.032,2196.612,2451.812,2691.216,2567.312,2761.176,2511.52,2513.016,3047.176,2237.048,2518.164,2059.992,1831.06,1547.7,1305.7,826.716,884.048,440.572,288.596,113.652,35.596,6.864,0.528,0,0,0,0,0,0
05-05,0,0,0,0,0,0,0,0,0.088,35.816,155.584,356.708,689.348,1106.248,1585.804,1777.468,2055.328,2685.144,2632.96,2527.58,2868.756,2713.216,2918.388,2808.036,2697.728,2726.768,2598.508,2765.576,2614.084,2628.824,2429.504,1917.124,1617.748,1394.668,1157.024,987.36,633.028,428.34,175.208,56.32,15.84,0.88,0,0,0,0,0,0
06-05,0,0,0,0,0,0,0,0,0.616,41.008,148.236,284.768,556.468,894.52,1246.256,1723.392,2157.496,2456.476,2994.464,3062.136,2914.868,3514.5,3105.828,3628.812,3625.028,3511.244,3293.4,3137.508,2668.556,2596.616,2474.912,1984.048,1685.288,1353.748,1043.064,722.436,506.176,278.784,90.376,18.392,3.036,0.264,0,0,0,0,0,0
07-05,0,0,0,0,0,0,0,0,1.496,43.912,150.524,280.236,517.044,849.596,1222.32,1528.472,1836.384,2325.796,2671.328,2619.32,3008.72,2966.392,3042.644,3270.608,3004.012,3045.24,3006.432,2799.412,2842.312,2424.928,1992.98,1652.156,1346.268,1236.092,967.252,792,527.032,362.648,170.456,57.86,14.124,1.1,0,0,0,0,0,0
08-05,0,0,0,0,0,0,0,0,0.836,26.092,109.956,258.148,474.276,704.176,898.392,1000.868,1343.628,1653.696,1836.912,2257.772,2114.904,2282.016,2223.848,2352.02,2369.84,2221.78,2277.924,2195.6,2005.828,1899.788,1625.36,1411.608,1141.58,1030.876,886.336,666.248,487.036,281.16,109.296,26.708,7.216,0.968,0,0,0,0,0,0
09-05,0,0,0,0,0,0,0,0,1.628,45.54,141.02,279.796,613.932,1112.144,1541.848,1868.02,2242.636,2611.62,3035.032,3394.776,3546.796,3703.656,3771.108,3682.448,3797.332,3611.652,3541.78,3372.996,2927.056,2942.192,2724.04,2379.872,1886.984,1582.02,1272.524,984.544,777.348,479.908,163.46,73.964,22.66,3.124,0,0,0,0,0,0
10-05,0,0,0,0,0,0,0,0,2.156,50.644,153.208,273.152,645.436,1066.12,1425.644,1784.068,2164.096,2475.264,2801.876,3047.396,3086.6,3169.936,3375.768,2880.152,3073.312,2916.98,3081.496,2942.324,3350.864,2682.416,1973.708,2287.252,1803.12,1507.352,1176.956,836.22,750.068,474.892,178.244,88.264,31.988,5.236,0,0,0,0,0,0
11-05,0,0,0,0,0,0,0,0,5.852,77.22,199.584,358.072,718.872,1104.488,1511.136,1959.408,2174.304,2555.256,2704.152,3089.02,3338.764,3503.852,3621.904,3400.804,3566.728,3058.044,2850.584,2813.976,2603.656,2758.096,2341.152,2162.996,1996.676,1602.304,1181.928,1001,709.412,455.224,155.496,67.1,16.236,2.42,0,0,0,0,0,0
12-05,0,0,0,0,0,0,0,0,8.448,84.788,240.812,404.932,799.436,1145.276,1559.8,1749.572,1881.132,2256.54,2301.948,2995.52,3230.92,3133.856,3329.964,3520,3457.74,3361.204,3080.968,3156.648,3074.588,2902.416,2616.416,2256.232,1909.776,1583.34,1270.764,924.044,723.228,420.728,158.4,60.324,23.848,4.972,0.088,0,0,0,0,0
13-05,0,0,0,0,0,0,0,0,4.664,58.3,163.944,317.24,756.36,1224.344,1620.124,1953.16,2345.42,2744.676,3111.108,3253.448,3528.976,3737.712,3742.42,3591.06,3593.7,3390.948,3446.52,3311,3197.568,3143.14,2805.88,2576.332,2322.012,1853.94,1514.876,1198.296,900.944,554.356,211.728,80.564,31.944,3.96,0,0,0,0,0,0
14-05,0,0,0,0,0,0,0,0,7.436,60.764,169.84,353.672,540.628,842.952,1266.232,1617.572,1916.112,2197.272,2595.076,2942.852,3349.456,3727.416,3408.768,3277.208,2871.264,3280.068,3874.2,3563.692,3476.44,3500.992,3004.144,2478.784,2204.356,1898.776,1646.964,1308.252,966.724,565.664,194.832,70.136,25.96,3.784,0,0,0,0,0,0
15-05,0,0,0,0,0,0,0,0,19.008,82.72,167.42,303.996,577.368,886.468,1103.124,1401.62,1694.44,1832.952,2019.6,2185.612,2519.308,2723.952,2633.224,2557.104,2779.964,2765.972,2462.108,2371.116,2763.068,2125.992,2237.136,1766.424,1492.128,1216.512,840.444,650.1,456.368,281.072,139.92,52.976,18.744,2.2,0,0,0,0,0,0
16-05,0,0,0,0,0,0,0,0,9.005333333,68.66933333,178.1706667,290.2631111,739.2684444,1164.748444,1474.635556,1874.732444,2235.992,2540.589333,2772.928889,3068.618667,3296.088889,3326.849778,3329.871111,3365.481778,3486.980444,3694.259556,3609.535111,3206.299556,3186.607111,3090.247111,2774.327111,2512.664,2122.247111,1799.316444,1443.884444,1208.357333,877.976,552.3075556,185.24,71.71022222,28.952,6.072,0.176,0,0,0,0,0
17-05,0,0,0,0,0,0,0,0,5.28,41.624,127.072,244.86,433.928,588.324,801.46,1058.992,1269.708,1667.204,2016.652,2177.604,2355.056,2600.092,2933.7,3436.752,3765.344,3473.58,3338.72,3326.62,2943.864,2825.724,2732.048,2368.652,2037.068,1749.176,1354.188,1120.196,861.52,508.816,190.74,75.944,22.132,3.74,0.176,0,0,0,0,0
18-05,0,0,0,0,0,0,0,0,5.852,53.108,148.324,272.976,494.384,762.476,993.036,1274.02,1606.704,1968.208,2322.804,2564.1,2941.576,2771.34,2950.156,2521.244,2484.856,2388.848,2703.844,2838.616,2223.98,1835.988,1500.444,1147.564,1139.292,1329.108,1304.424,928.928,648.208,425.656,190.916,80.828,31.548,7.48,0.352,0,0,0,0,0
19-05,0,0,0,0,0,0,0,0,11.44,82.852,214.192,403.832,600.908,936.804,1224.74,1439.196,1811.26,2021.052,2009.48,1994.872,1916.992,2006.84,2463.384,2542.496,2561.9,2623.368,2808.344,3107.5,3238.4,2895.42,2052.424,2277.88,2293.148,1674.904,1509.596,977.9,932.36,593.912,259.116,90.948,32.076,5.764,0.308,0,0,0,0,0
20-05,0,0,0,0,0,0,0,0,11.792,72.468,189.332,373.076,652.256,997.172,1381.468,1888.964,2405.48,2902.372,3191.716,3256.484,3380.652,3476.484,3628.46,3566.288,3541.12,3501.96,2892.648,3173.28,2425.896,2341.768,1867.668,1723.832,1685.332,1225.048,767.712,653.356,442.332,341.616,189.156,74.448,27.016,5.852,0.308,0,0,0,0,0
21-05,0,0,0,0,0,0,0,0.528,19.008,87.12,198.308,368.324,811.58,1120.9,1416.36,1849.98,2385.196,2735.524,3093.684,2854.808,2725.932,2854.324,2994.684,3460.952,3738.02,3651.076,3592.556,3526.204,3050.344,2932.424,2692.184,2563.088,2231.768,1901.68,1550.618667,1204.412,927.52,649.264,304.876,139.7,64.592,23.144,3.344,0,0,0,0,0
22-05,0,0,0,0,0,0,0,0,3.339111111,58.77422222,162.6582222,299.1266667,467.9302222,626.4817778,654.5244444,845.3817778,1208.098222,1385.384,1767.216,1823.839111,2080.163556,2308.870667,2390.720444,2737.733778,3010.411556,3132.853778,3075.702667,3553.308,2988.563111,2526.445778,2871.528,2532.532444,2561.797333,1938.552,1528.486667,1334.275556,908.1942222,709.0257778,331.804,166.2417778,56.408,19.008,2.874666667,0.044,0,0,0,0
23-05,0,0,0,0,0,0,0,0.733333333,26.49288889,118.2817778,232.7746667,383.6604444,918.9644444,1273.892889,1620.568889,2044.816889,2405.123111,2676.916,2905.921333,2488.434667,3187.628889,3519.178667,3334.300444,3569.651556,3179.987556,2771.604,2913.606667,2860.224889,3118.509778,2987.595111,2577.940444,2328.26,2023.276444,1702.565333,1480.805333,1041.132889,653.7862222,382.3551111,238.9786667,132.2835556,60.95955556,12.55955556,3.461333333,0.352,0,0,0,0
24-05,0,0,0,0,0,0,0,0.425333333,19.14977778,74.80488889,200.1217778,354.1853333,509.168,819.2017778,963.0524444,1200.818667,1471.198667,1821.101333,2015.141333,2281.184889,2551.750667,2893.112444,2840.542222,2616.215556,2643.348889,2254.750667,2258.837778,2195.296889,2370.099111,2440.210667,2167.992444,1920.585333,1767.568,1518.968,1199.620889,917.2728889,641.9795556,463.4715556,309.4031111,203.8226667,92.136,28.17466667,4.258222222,0.176,0,0,0,0
25-05,0,0,0,0,0,0,0,0.733333333,21.93155556,108.416,208.4328889,368.3386667,541.5031111,1051.443556,1327.841778,1726.051556,2454.085333,2374.807111,2409.723556,2598.923556,2563.752889,3053.453333,3274.059556,3184.915556,3329.079111,3383.120889,3165.976,2949.564444,3276.689778,2559.059556,2403.739556,2120.115556,1313.898667,1610.018667,1110.794667,1291.224,591.624,601.6364444,339.2497778,149.248,58.67644444,23.408,5.123555556,0.195555556,0,0,0,0
26-05,0,0,0,0,0,0,0,0.469333333,42.77777778,107.8195556,229.7288889,360.2133333,885.456,1209.315556,1416.809778,1700.668444,1966.086222,2253.181333,2252.751111,1977.594667,2591.893333,2422.532444,2534.243556,2493.196444,2884.855111,2523.116444,2536.404444,2383.988444,2857.868444,2360.502222,2220.640889,2341.220444,1841.341333,1415.616889,1183.639111,860.9431111,660.0977778,486.112,316.9662222,160.3262222,66.59644444,31.56266667,6.150222222,0.244444444,0,0,0,0
