Start Date,00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,,
31-05,0,0,0,0,0,0,0,0.491333333,14.982,52.03733333,101.1193333,162.2023333,212.5713333,278.817,391.8786667,498.289,713.3206667,853.0206667,943.0996667,981.4273333,943.8256667,870.6793333,1095.035333,972.4403333,1144.278667,1161.358,1219.647,1031.880667,1088.805667,1013.078,811.2206667,740.6556667,778.8476667,543.1103333,473.7846667,441.2466667,320.32,203.6356667,136.0186667,77.78833333,20.966,7.777,2.225666667,0.055,0,0,0,0,,
01-06,0,0,0,0,0,0,0,0.539,15.29733333,51.74766667,104.2983333,162.2133333,333.311,436.2893333,548.867,484.957,543.4146667,809.512,939.114,980.177,1052.725667,937.7976667,1202.003,1026.721667,1102.192667,940.181,1214.026,854.1023333,691.0383333,876.161,717.9333333,777.337,643.852,743.82,625.262,441.023,341.6453333,252.714,123.398,66.253,28.171,8.858666667,2.119333333,0.179666667,0,0,0,0,,
02-06,0,0,0,0.036666667,0,0,0,0.348333333,13.29166667,40.92,67.87,118.5066667,232.155,384.2483333,585.8783333,745.3416667,906.6933333,1060.528333,1010.991667,867.3958333,1273.942083,1188.091667,1272.241667,1197.826667,1439.331667,1109.185,1065.79,1249.966667,1179.145,1128.911667,1049.656667,886.5816667,827.2366667,795.7766667,659.835,507.6683333,361.1483333,275.8616667,147.5466667,76.37666667,27.28,7.865,1.283333333,0.036666667,0,0,0,0,,
03-06,0,0,0,0,0,0,0,0.3465,8.349,31.5645,60.2085,129.0465,183.15,248.49,337.359,459.8385,564.2835,885.357,954.7725,951.918,983.1195,1093.0755,1195.623,1226.7255,1332.045,1124.475,1189.6005,1373.0805,1164.2235,1177.209,948.7995,735.9,745.5855,630.564,483.021,498.564,327.294,201.828,133.188,75.273,31.515,13.3815,3.861,0.3795,0,0,0,0,,
04-06,0,0,0,0,0,0,0,0.429,15.3285,52.4205,96.525,182.424,310.0845,413.2755,582.7635,676.797,718.905,851.9115,960.1185,1121.5215,1114.1295,1133.2365,1009.5525,1114.2285,954.129,859.5015,779.8065,980.1,911.691,797.379,856.4985,651.453,587.7795,614.097,540.8205,438.933,299.739,226.4955,123.7665,76.362,30.03,12.969,3.432,0.396,0,0,0,0,,
05-06,0,0,0,0,0,0,0,0.924,9.5535,34.947,57.4035,99.1485,163.251,268.9005,339.339,363.8415,416.394,532.0755,576.048,776.6715,1062.3195,1138.3845,971.85,933.7185,1324.983,1077.6645,833.2995,991.6335,747.021,777.5955,827.2605,874.401,650.3145,507.1605,456.291,320.562,250.932,196.3335,120.3675,56.3805,20.955,6.9795,1.0065,0,0,0,0,0,,
06-06,0,0,0,0,0,0,0,0.7755,9.108,25.9875,61.7925,157.311,240.141,286.902,330.561,596.178,818.664,977.856,874.6155,1166.5005,1096.9365,1051.149,1142.757,1146.948,1033.626,1200.111,1180.1955,1148.466,773.421,708.5265,714.1695,591.426,712.7505,694.254,495.7095,448.437,283.7175,207.6855,107.91,47.0415,18.777,6.369,1.221,0.066,0,0,0,0,,
07-06,0,0,0,0,0,0,0,1.5345,13.596,40.425,95.898,177.2265,251.889,320.958,513.975,620.8785,704.979,804.5235,750.3705,762.6465,832.953,961.719,1078.0275,1114.9875,939.411,1021.2015,916.9215,800.151,885.951,776.82,898.8375,572.121,620.697,599.7255,423.4065,354.024,294.723,201.3495,130.6305,53.46,23.034,8.2665,1.617,0.033,0,0,0,0,,
08-06,0,0,0,0,0,0,0,0.3795,14.223,53.4765,84.282,139.59,223.3935,384.252,501.534,700.986,782.793,868.1475,850.8225,846.219,803.88,990.627,1107.6615,981.321,857.637,911.4435,1040.4075,951.324,1055.736,1055.9505,843.2325,1017.9345,801.339,687.5385,588.2085,455.6475,363.4785,252.1695,171.633,82.5495,31.8615,13.629,2.64,0.264,0,0,0,0,,
09-06,0,0,0,0,0,0,0,1.8645,15.6255,50.3415,89.7105,176.0055,250.4535,339.2235,468.7815,604.758,809.6055,1002.738,1176.4005,1226.676,1294.3425,1170.1305,1132.8405,1101.9195,1075.8165,1063.2105,1178.034,1016.6805,869.253,791.9505,735.9495,657.591,546.6615,442.167,446.4405,368.214,276.045,168.5805,92.961,57.585,29.766,12.342,4.62,0.561,0,0,0,0,,
10-06,0,0,0,0,0,0,0,1.617,23.364,62.81733333,102.5346667,142.4206667,217.8403333,359.6413333,427.2326667,623.8283333,773.5346667,883.4943333,893.7536667,930.1673333,1266.602333,1340.001667,1324.616333,1254.187,1263.111667,1353.363,1212.233,1124.31,982.0836667,947.9506667,952.457,883.993,775.2506667,650.6683333,554.0296667,441.6573333,343.684,260.3076667,107.2976667,44.319,18.667,11.341,2.508,0.066,0,0,0,0,,
11-06,0,0,0,0,0,0,0,1.287,14.751,42.999,88.3245,146.157,286.8195,413.688,531.6795,686.268,713.394,755.6835,932.6295,949.6905,1143.318,1061.3625,991.98,1123.6995,1158.8775,1133.616,1102.6785,1086.0795,1148.499,1119.525,940.962,805.5135,757.1025,603.603,572.9955,452.1495,301.2405,234.5145,141.4545,78.078,35.475,17.1765,7.095,1.1715,0,0,0,0,,
12-06,0,0,0,0,0,0,0,0.462,13.2,29.546,88.61966667,141.691,206.6166667,371.6753333,453.1523333,551.397,734.206,857.615,893.794,748.902,890.4793333,946.3373333,908.9336667,1105.584333,873.5613333,721.4936667,796.6896667,607.585,708.818,569.2316667,735.8926667,955.6506667,818.8326667,657.8916667,442.101,474.2613333,376.4016667,259.897,139.777,63.48466667,24.959,11.26033333,3.149666667,0.304333333,0,0,0,0,,
13-06,0,0,0,0,0,0,0,1.807666667,20.27666667,52.50666667,85.16933333,173.6313333,292.5376667,418.4436667,533.005,569.0336667,757.493,887.073,1007.618333,1095.548667,1154.424333,1231.347333,1247.847333,1217.802667,1186.852333,1115.587,1181.737333,1150.889667,1121.34,1059.131333,981.9296667,900.8706667,784.3843333,603.6873333,458.0106667,343.618,319.5903333,213.5026667,134.5043333,61.09033333,29.986,10.63333333,2.236666667,0.117333333,0,0,0,0,,
14-06,0,0,0,0,0,0,0,0.495,19.4205,51.4305,84.843,142.3125,193.974,268.323,324.3735,367.4715,398.871,490.3305,861.696,982.476,1085.9475,1098.372,1262.646,1219.614,1251.0795,1409.1825,1353.297,1104.6915,1264.5435,1009.3875,1130.2665,1030.5405,734.9265,772.398,613.7835,508.464,312.5595,233.145,135.7455,71.313,38.775,13.728,4.8015,0.528,0,0,0,0,,
15-06,0,0,0,0,0,0,0,1.155,12.87,51.1335,113.157,174.8175,251.922,402.105,547.8495,642.048,729.234,1010.2455,989.571,1129.8705,1075.008,1168.7445,1128.699,1221.0495,1331.2035,1173.1995,1230.7845,1040.3745,848.595,870.936,952.1325,953.964,723.7725,842.2095,623.172,376.2165,294.6735,200.7225,129.855,75.339,37.9005,15.213,3.762,0.2145,0,0,0,0,,
16-06,0,0,0,0,0,0,0,1.353,16.368,45.408,89.8425,155.232,310.5795,415.3875,516.6315,748.671,880.704,979.572,1103.949,1162.6725,1211.463,1271.556,1379.5485,1453.683,1435.4505,1445.202,1487.211,1378.014,1320.231,1266.8535,1054.8285,1043.229,851.961,749.892,649.4565,497.211,338.448,264.2145,138.9795,74.415,40.293,14.784,4.224,0.165,0,0,0,0,,
17-06,0,0,0,0,0,0,0.033,1.8975,17.7045,61.3965,85.9815,158.5815,225.324,316.4535,453.4035,508.4145,584.8755,818.5155,909.348,929.445,1038.0315,1172.952,1245.6015,1241.6085,1266.012,1272.2325,1306.5195,1248.8355,1243.044,1170.5925,999.4875,964.4415,874.1865,726.033,566.643,401.148,268.455,212.5035,138.666,91.8555,40.623,15.2625,4.29,0.7095,0.0165,0,0,0,,
18-06,0,0,0,0,0,0,0,1.1715,19.5855,46.3155,89.001,145.6785,314.655,457.908,532.059,651.9315,750.2715,983.664,1056.495,1121.307,1192.8345,1311.552,1302.5925,1267.3485,1286.241,1219.614,1211.199,1085.37,974.259,913.275,926.079,785.8785,661.947,589.347,489.1095,373.8735,274.4115,192.126,123.09,54.846,29.4855,10.197,4.521,1.2045,0.0165,0,0,0,,
19-06,0,0,0,0,0,0,0,4.587,21.2355,48.3285,94.1655,155.628,321.222,441.3255,614.2785,744.5295,865.128,939.708,1029.171,1174.107,1256.97,1270.797,1244.6115,1296.2565,1258.95,1275.879,1263.966,1232.6325,1143.1695,1037.2725,926.2605,886.9245,861.6465,745.7175,575.916,498.7785,356.136,276.9855,183.909,80.817,39.4845,19.5525,6.4845,0.6105,0,0,0,0,,
20-06,0,0,0,0,0,0,0,1.65,19.338,63.855,135.8445,248.391,267.168,373.4445,398.508,482.526,638.649,658.68,772.1505,943.767,988.482,1131.0915,1132.395,1026.7125,927.63,974.919,1120.8615,1066.593,1052.8485,947.9745,842.556,771.6885,697.4715,575.3715,431.5575,343.3155,277.233,209.5005,136.0095,74.4975,37.818,15.114,4.2405,0.231,0,0,0,0,,
21-06,0,0,0,0,0,0,0,3.069,23.76,52.668,100.386,188.397,332.7555,527.241,641.1735,728.0295,843.6615,1039.5165,1090.5015,1305.9915,1209.285,1123.65,1161.204,1004.7345,947.1825,840.3285,872.5365,941.5395,829.125,810.9255,967.5435,1078.704,788.7825,690.9375,576.147,513.7275,340.626,251.493,156.0075,78.21,34.2045,16.7145,4.7685,0.3465,0,0,0,0,,
22-06,0,0,0,0,0,0,0,1.5015,19.4205,61.2975,103.587,195.5085,378.873,548.163,705.9195,848.067,990.825,960.6465,899.547,889.317,872.619,907.368,945.4665,1081.3605,1179.189,990.4455,1078.539,1273.2885,1293.4845,967.6755,983.895,776.0445,838.6125,644.6385,538.3125,453.5355,386.661,260.2545,168.333,92.0205,41.646,17.4075,6.5175,0.528,0,0,0,0,,
23-06,0,0,0,0,0,0,0,1.1715,14.6355,45.969,118.008,184.371,323.994,404.514,484.4565,466.62,524.2215,680.9715,812.0805,775.0875,906.213,1034.88,1133.418,1062.8475,1124.574,1106.7045,1343.364,1278.9315,1244.331,1138.17,953.172,965.382,718.542,697.2735,555.192,481.3545,381.2655,246.213,163.515,76.5105,38.7915,9.174,3.564,0.4455,0,0,0,0,,
24-06,0,0,0,0,0,0,0,1.6005,14.289,38.1975,73.4085,137.6595,245.0085,303.138,451.3905,539.7315,660.033,743.5725,826.4025,853.809,1061.478,984.6375,849.2715,987.5745,898.3755,936.738,1109.592,782.232,844.272,737.649,922.9605,864.5835,651.156,565.9335,478.236,370.722,409.1175,210.639,121.044,64.086,37.521,14.9985,3.201,0.4125,0,0,0,0,,
25-06,0,0,0,0,0,0,0,0.792,10.362,36.4485,85.9155,147.4935,240.339,333.0525,562.419,561.099,787.5285,748.275,831.9465,859.485,945.615,1095.732,1204.1205,1229.778,1230.8835,1001.7315,1070.553,1042.437,968.286,714.9285,739.8435,839.9655,641.388,575.2065,360.2445,275.8305,199.155,154.176,93.06,55.011,26.136,10.494,2.805,0.132,0,0,0,0,,
26-06,0,0,0,0,0,0,0,1.155,17.424,58.08,89.496,152.295,227.106,302.0985,476.1075,513.975,557.139,649.836,872.9655,1036.6125,1002.2595,1150.248,981.8985,1251.6405,1407.813,1533.6915,1481.1885,1420.4025,1324.6365,1107.2325,1008.4965,1031.4975,799.3425,685.641,521.928,429.8745,360.855,280.434,151.833,72.2865,33.6105,11.7645,2.8215,0.132,0,0,0,0,,
27-06,0,0,0,0,0,0,0,2.09,12.221,41.98333333,70.85466667,122.0413333,157.1496667,149.666,232.529,303.193,397.0596667,454.2193333,641.2633333,805.574,780.043,911.669,1005.983,967.7873333,1254.898333,1140.285667,1035.551,1263.672667,840.9133333,796.499,769.3216667,875.5596667,880.0366667,548.471,451.66,447.469,303.3983333,207.7643333,94.303,54.131,25.311,10.02466667,3.087333333,0.315333333,0,0,0,0,,
28-06,0,0,0,0,0,0,0,1.400666667,14.80966667,36.07266667,85.04466667,120.5123333,167.6363333,215.2846667,318.6553333,381.172,521.895,640.3613333,626.4133333,818.1066667,1224.696,1061.844667,1172.141667,1318.082333,1346.367,1225.161667,1156.690333,1129.582667,1096.538667,1021.628667,1041.964,913.4033333,771.947,665.7896667,538.2813333,309.859,238.8283333,140.602,118.756,57.14866667,13.57766667,3.109333333,0.458333333,0,0,0,0,0,,
29-06,0,0,0,0,0,0,0,2.3265,18.678,61.314,115.929,169.1745,232.5675,338.151,395.274,548.2455,565.785,697.158,845.2125,1003.8435,1085.6175,1239.7935,1104.279,1085.5845,987.294,1058.6895,1011.2355,857.1255,1007.688,820.1325,883.938,825.429,701.8935,540.9855,429.8745,392.832,308.8305,232.98,149.3085,88.9515,33.9075,11.55,2.607,0.1485,0,0,0,0,,
30-06,0,0,0,0,0,0,0,0.986333333,14.03966667,46.50066667,88.07333333,154.8946667,322.8976667,396.4913333,522.4596667,657.888,834.3353333,923.9706667,1007.141667,1083.973,1152.444333,1212.2,1152.708333,1298.025667,1256.247667,1167.793,1169.817,1138.511,996.9483333,1047.229333,853.336,873.9023333,672.8883333,604.45,541.4383333,420.0936667,352.319,232.3823333,103.1433333,59.75933333,18.56433333,4.015,1.536333333,0.033,0,0,0,0,,
01-07,0,0,0,0,0,0,0,0.297,10.131,37.9335,70.884,140.745,199.32,293.0895,418.176,569.613,621.8355,725.4885,685.08,675.246,750.486,691.9275,758.0925,725.34,721.4955,710.9025,793.122,796.356,739.629,689.667,673.893,687.687,621.1095,532.6035,469.161,372.8175,289.905,254.529,158.6145,75.702,32.604,11.8305,2.6565,0.2145,0,0,0,0,,
02-07,0,0.033,0,0,0,0,0,0.6435,7.458,27.4065,53.1135,125.202,172.194,223.2285,307.758,384.0705,442.7115,526.7056667,658.3885,687.093,627.1485,974.2755,1118.139,1467.642,1298.9625,1465.2825,1292.7915,1333.86,1285.284,1283.2545,1183.776,989.0595,865.59,809.259,714.4665,611.8695,473.1375,339.9495,220.473,88.374,42.636,15.6585,4.3395,0.4125,0,0,0,0,,
03-07,0,0,0,0,0,0,0,0.557333333,11.88183333,38.96383333,81.0645,131.4701667,269.2341667,388.4558333,468.8071667,641.3128333,779.3701667,922.6176667,1007.229667,962.2488333,805.7646667,1001.568333,1164.683667,1185.2885,1138.9125,1174.132667,1256.900333,1280.169,1376.774667,1261.5075,1035.730667,1036.836167,851.4733333,769.1805,720.6741667,602.5158333,370.4818333,297.462,214.6631667,98.45366667,38.06916667,10.9505,2.4035,0.1265,0,0,0,0,,
04-07,0,0,0,0,0,0,0,1.750833333,21.16766667,48.6255,86.02366667,193.2865,354.7151667,479.3561667,593.1988333,612.7825,638.9295,800.822,1029.411167,1019.689,1235.63,1395.1795,1238.317667,1324.068167,1219.973333,1276.223667,1076.073167,926.4071667,893.0918333,809.3121667,734.0391667,661.8553333,462.4326667,349.1143333,259.1508333,267.8811667,285.8661667,244.8306667,120.3106667,48.3285,24.475,11.8745,4.103,0.964333333,0.0165,0,0,0,,
05-07,0,0,0,0,0,0,0,0.2145,6.1215,29.865,87.1035,158.664,283.734,393.327,439.065,572.088,687.9675,936.7215,1096.3095,1168.926,1262.5635,1228.2105,1221.8085,980.001,930.336,1214.9775,1273.371,1253.373,1200.3915,1091.013,1082.994,968.616,840.246,719.1195,451.275,452.8755,326.403,240.735,137.049,76.5765,28.5615,9.1575,1.6335,0.099,0,0,0,0,,
06-07,0,0,0,0,0,0,0,0.792,8.8275,25.8225,56.496,92.928,129.954,202.8015,293.832,355.7565,567.5505,761.772,741.2295,778.8825,854.139,1071.84,1021.449,979.869,868.032,912.2685,848.1,1013.8755,828.201,841.005,970.101,819.9675,713.6085,572.121,447.3315,321.3375,255.651,165.792,112.7775,65.9835,21.252,8.7615,2.145,0.033,0,0,0,0,,
07-07,0,0,0,0,0,0,0,0.429,15.114,51.579,101.3925,202.2405,324.39,513.9585,569.415,670.8735,615.12,719.532,973.0875,1054.713,1129.359,1021.218,1069.2825,1120.746,1127.049,1231.9395,1236.5925,1257.762,1188.594,1117.083,991.8975,930.9795,807.444,726.726,613.4865,508.794,380.853,257.1855,127.0995,75.5535,30.327,10.527,2.673,0.4125,0,0,0,0,,
08-07,0,0,0,0,0,0,0,0.22,11.715,40.271,78.364,137.236,291.1663333,477.4916667,669.4526667,842.842,853.116,973.093,1135.423667,1202.362333,1276.286,1319.835,1374.739667,1397.253,1434.590667,1408.022,1357.502667,1268.362333,1238.581667,1198.725,1103.919667,1000.109,858.0733333,693.792,571.197,538.9523333,393.4553333,316.5763333,203.8556667,69.212,35.66933333,15.477,4.704333333,0.619666667,0,0,0,0,,
09-07,0,0,0,0,0,0,0,0,3.3,22.77,49.302,86.5425,164.571,290.4825,438.6195,470.7615,491.865,686.136,595.749,596.475,640.134,632.9235,919.71,739.464,1099.0815,1045.572,1125.6465,1043.262,899.745,950.631,992.904,720.5715,562.3695,563.508,422.6805,347.9025,387.156,282.315,156.387,68.607,31.7625,10.923,2.376,0.1485,0,0,0,0,,
10-07,0,0,0,0,0,0,0,0.3135,11.748,40.4085,89.694,146.8995,234.3495,406.2795,528.9735,629.343,767.58,914.067,1021.4325,942.4965,959.673,1089.165,1290.003,1194.864,1375.836,1229.3655,1074.0015,1113.552,1002.8205,1079.661,966.108,888.921,811.0575,695.475,517.8525,395.472,338.052,282.513,158.169,78.804,34.782,14.0415,3.927,0.4455,0,0,0,0,,
11-07,0,0,0,0,0,0,0,0.165,6.171,30.789,66.033,117.9915,239.877,408.8865,534.1215,661.65,770.088,924.9075,1023.165,1071.378,1083.291,1110.4665,1173.5955,1177.605,1221.7095,1351.845,1285.4655,1213.2615,1148.664,999.5535,935.946,803.2695,724.7295,602.712,489.3735,404.2005,302.4945,225.0765,125.2185,48.609,21.9945,8.118,0.9405,0,0,0,0,0,,
12-07,0,0,0,0,0,0,0,0.0165,8.415,33.7425,71.313,130.878,261.228,415.734,552.816,678.711,741.807,878.658,949.9545,1072.17,1193.412,1217.0895,1251.9045,1259.577,1258.191,1278.8985,1240.8495,1199.088,1215.2745,1143.1365,1000.7085,956.703,869.0055,734.811,590.997,491.1885,385.8855,288.5025,182.193,70.752,33.924,15.147,3.531,0.4785,0,0,0,0,,
13-07,0,0,0,0,0,0,0,0.033,6.3195,27.4395,54.516,91.9875,186.912,350.2125,461.3895,541.398,603.372,759.264,979.638,1006.0215,988.119,835.758,1107.5955,1126.521,1214.7135,1124.805,985.908,922.845,915.5685,921.3105,931.3425,756.5415,473.4015,562.3695,476.289,466.422,262.713,198.2145,111.111,63.4755,33.66,13.1175,2.31,0.033,0,0,0,0,,
14-07,0,0,0,0,0,0,0,0,3.7125,20.2785,58.773,135.069,226.6275,317.7735,406.494,454.41,565.3725,830.1645,726.7095,730.092,1088.769,1082.532,770.5005,1033.692,1080.585,1191.828,1115.895,1092.036,1048.0965,978.45,804.441,706.4475,529.6995,491.5845,592.713,515.2785,380.259,283.305,159.1095,63.36,24.8655,7.9365,1.3695,0.033,0,0,0,0,,
15-07,0,0,0,0,0,0,0,0,7.524,28.9905,78.507,164.868,332.541,341.715,335.643,431.046,510.4935,628.287,623.3205,686.367,805.2825,820.8915,807.279,649.605,797.2635,664.9335,657.096,786.555,898.0455,882.5025,678.7605,775.0545,501.2205,517.5885,368.0325,318.153,305.2665,217.404,134.64,84.3315,35.211,12.144,2.0295,0.132,0,0,0,0,,
16-07,0,0,0,0,0,0,0,0,2.607,23.8315,71.18466667,108.3591667,223.9526667,343.1101667,546.2031667,649.8525,725.2318333,716.6885,812.3206667,1085.076667,1102.486,980.9158333,1153.669,1049.645667,1075.719333,940.9748333,949.4283333,1192.249667,1053.954,1085.630333,929.5861667,873.7208333,771.7178333,673.497,517.2823333,396.3611667,305.5855,227.8631667,165.2548333,64.40316667,31.23083333,13.3155,3.914166667,0.452833333,0,0,0,0,,
17-07,0,0,0,0,0,0,0,0,7.667,48.06266667,87.97066667,156.1816667,218.0493333,332.772,421.223,594.517,655.5926667,677.5083333,844.723,922.383,844.4846667,916.7913333,825.3373333,786.863,860.134,984.401,968.594,1149.998667,1045.506,910.536,836.9643333,792.319,735.207,588.7786667,525.2536667,532.466,374.308,276.6536667,156.9736667,85.26466667,37.235,16.42666667,4.484333333,0.619666667,0,0,0,0,,
18-07,0,0,0,0,0,0,0,0,1.6005,14.5695,50.226,105.072,201.8775,277.5465,444.2625,589.8915,714.8625,907.071,821.568,1049.235,1290.465,1169.454,1345.278,1061.544,1025.739,1056.8415,1066.461,1158.4815,1046.496,1002.309,927.366,772.002,633.0555,560.637,540.441,497.343,331.1385,234.7455,144.639,73.392,29.4525,11.814,2.2605,0.0825,0,0,0,0,,
19-07,0,0,0,0,0,0,0,0,3.498,24.783,59.0865,97.5975,179.157,281.6385,378.081,454.245,530.2605,585.882,656.9475,774.9555,825.825,877.536,852.0105,837.474,928.8015,857.274,800.8605,736.89,756.36,809.2425,749.001,695.772,597.8445,505.6095,383.6745,336.798,263.7525,195.8055,123.156,68.541,26.2845,9.2565,2.3265,0,0,0,0,0,,
20-07,0,0,0,0,0,0,0,0,2.871,26.1525,86.031,136.1085,257.532,349.041,543.8565,431.046,507.7875,589.0665,661.9635,712.2225,672.375,741.939,874.6485,746.9715,638.4675,599.907,786.192,766.1445,802.362,719.0205,626.1915,569.217,465.9435,365.2935,345.741,345.411,344.1405,253.737,112.035,57.024,27.3735,11.6325,2.6565,0.165,0,0,0,0,,
21-07,0,0,0,0,0,0,0,0,4.95,31.58833333,65.835,145.4566667,230.3033333,307.4316667,411.6566667,454.9416667,740.9783333,893.6033333,957.4033333,1049.546667,1022.083333,783.255,696.96,813.5783333,836.55,648.12,650.1183333,541.145,581.57,611.6183333,736.7433333,649.4583333,770.1833333,638.0183333,529.3566667,298.0083333,211.2366667,144.375,96.085,42.55166667,11.69666667,3.795,0.421666667,0,0,0,0,0,,
22-07,0,0,0,0,0,0,0,0,3.4265,23.50883333,69.44483333,122.3896667,154.6123333,199.0725,282.5606667,358.4625,416.3555,480.6065,590.2343333,688.875,734.2811667,811.4333333,905.3366667,1023.680167,940.236,973.1003333,916.6611667,911.4508333,997.7678333,857.571,978.9211667,728.2696667,669.2565,418.1521667,320.6463333,252.2721667,180.983,116.952,92.85283333,34.58766667,11.2365,2.9095,0.163166667,0,0,0,0,0,,
23-07,0,0,0,0,0,0,0,0,3.333,28.083,78.606,140.679,193.578,322.7235,420.915,538.4115,612.975,711.0675,705.1605,642.2295,809.061,892.0395,985.116,936.1935,959.112,878.064,816.981,802.593,728.937,797.7585,616.6875,596.5905,508.9095,422.103,331.155,243.606,146.3715,84.381,46.53,22.407,8.844,1.6665,0.066,0,0,0,0,0,,
24-07,0,0,0,0,0,0,0,0,0.9075,15.4605,44.2035,74.547,155.034,230.1915,324.786,383.559,526.977,602.91,757.4655,863.115,840.9225,846.7965,958.2045,875.556,848.2155,773.4705,792.693,763.158,683.2485,535.8375,483.846,464.7555,388.2285,371.316,398.7555,311.8005,208.9395,146.454,102.729,50.094,20.13,4.8345,0.528,0,0,0,0,0,,
25-07,0,0,0,0,0,0,0,0,1.631666667,21.10166667,64.20333333,121.055,233.5483333,399.19,465.355,469.2416667,691.8266667,945.9266667,1052.865,1037.465,1219.643333,1335.363333,1133.953333,1308.193333,1332.961667,1217.04,1113.731667,1105.738333,1055.761667,997.6816667,1036.548333,897.2883333,744.5533333,616.605,440.5866667,395.9816667,273.405,210.87,134.3466667,39.6,11.91666667,3.08,0.256666667,0,0,0,0,0,,
26-07,0,0,0,0,0,0,0,0,1.063333333,20.75333333,50.985,99.20166667,164.285,215.5266667,310.9516667,417.6333333,579.48,706.2916667,671.22,676.3166667,706.3833333,804.76,816.695,825.0183333,904.585,1186.918333,1147.098333,1084.27,921.965,740.7216667,747.4316667,949.9416667,838.6216667,595.9983333,447.1133333,363.6966667,210.0633333,187.6416667,98.41333333,34.77833333,10.70666667,2.713333333,0.091666667,0,0,0,0,0,,
27-07,0,0,0,0,0,0,0,0,0.429,10.065,34.9305,72.1215,111.771,229.0035,257.73,328.845,414.3975,457.578,532.8675,504.0585,519.75,639.9195,692.1915,617.232,663.828,724.812,706.992,784.8225,777.612,649.704,717.9645,702.4215,586.8225,463.419,389.2515,279.3615,274.3125,169.752,77.6985,31.614,12.672,3.2175,0.132,0,0,0,0,0,,
28-07,0,0,0,0,0,0,0,0,0.33,15.6255,51.282,103.191,178.4475,254.2155,368.9565,521.367,604.9395,778.206,939.3945,796.29,759.693,942.8265,1121.1915,891.429,857.373,915.4365,945.7305,903.969,1031.118,1061.7255,858.7095,750.519,524.7,599.1645,400.3395,349.9815,298.5015,188.6775,91.08,28.644,8.2005,3.0195,0.066,0,0,0,0,0,,
29-07,0,0,0,0,0,0,0,0,0.264,7.458,28.4625,59.2185,106.887,173.349,242.616,354.684,503.2005,577.8465,615.087,771.375,822.426,700.821,778.008,789.855,849.3045,905.8005,874.995,848.364,814.5555,717.8985,713.0475,604.6425,522.819,423.1755,383.592,280.137,198.2805,130.713,60.9675,31.8285,15.246,4.5045,0.132,0,0,0,0,0,,
30-07,0,0,0,0,0,0,0,0,0.1155,7.3755,31.251,68.5245,144.507,235.488,331.1385,384.7965,537.24,732.798,698.907,859.98,1013.925,987.855,1067.4345,1178.661,1095.7815,1208.6085,1019.469,1096.7385,972.081,725.472,602.3985,649.5225,664.9005,477.4605,318.4005,287.1825,260.865,172.887,88.539,33.9405,11.8635,2.376,0.033,0,0,0,0,0,,
31-07,0,0,0,0,0,0,0,0,0.1485,16.4175,39.4845,85.503,188.3805,350.5425,512.9355,604.2135,767.4975,846.4995,872.817,986.1555,1099.395,1024.65,936.54,1149.093,1208.9715,1122.7095,795.3165,784.6905,704.3685,743.424,796.62,852.7035,741.1965,594.9075,456.9015,373.1805,297.7425,207.1245,78.375,26.169,6.6,1.089,0,0,0,0,0,0,,
01-08,0,0,0,0,0,0,0,0,0.0825,8.6955,39.204,87.318,164.3565,202.4715,270.2865,436.0455,473.5665,558.954,772.9095,791.9505,868.9395,884.004,972.114,891.7425,811.0575,839.2065,668.811,708.4935,594.0495,565.9995,526.9935,589.1325,555.39,460.35,397.551,271.6065,192.7035,139.524,77.847,27.786,7.722,2.1285,0.033,0,0,0,0,0,,
02-08,0,0.033,0,0,0,0,0,0,0,4.5705,28.5285,78.012,135.696,212.52,288.8325,373.857,543.807,604.0778333,630.3385,728.607,824.868,770.451,895.257,890.142,1188.891,1082.367,922.8615,955.911,1116.489,1053.228,999.7515,872.289,793.485,660.693,501.3195,402.5835,301.3065,234.267,90.156,32.7525,17.523,3.9105,0.0495,0,0,0,0,0,,
03-08,0,0,0,0,0,0,0,0,0.135666667,8.954,45.64633333,79.25133333,152.119,188.7416667,337.3993333,432.3916667,473.66,545.5046667,807.5943333,873.829,856.0126667,913.4913333,911.559,1187.747,1124.247667,1261.458,1328.118,1326.893333,1169.773,1046.261333,862.158,820.5633333,681.9193333,514.1253333,370.403,308.605,205.6926667,136.3816667,70.96833333,24.28066667,6.182,1.129333333,0.033,0,0,0,0,0,,
04-08,0,0,0,0,0,0,0,0,0.1815,8.0685,33.3795,80.0415,147.708,192.4065,218.163,305.91,445.203,522.522,538.6425,722.37,859.386,949.6245,1113.6675,1250.964,975.7935,1307.9715,1283.3865,1233.21,1105.0875,1112.76,943.866,870.771,827.8215,696.2175,576.378,455.037,339.7185,221.5455,93.0435,32.8515,9.306,1.518,0,0,0,0,0,0,,
