Start Date,00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,,
24-03,0,0,0,0,0,0,0,0,0,0,0,0.033,14.718,70.4715,146.5365,275.847,427.68,565.3395,728.376,920.172,966.5205,1077.318,1206.249,1163.5965,1237.9785,1019.502,940.038,896.973,884.565,935.7645,814.6545,685.9215,498.102,361.779,167.5245,66.2805,11.451,0,0,0,0,0,0,0,0,0,0,0,,
25-03,0,0,0,0,0,0,0,0,0,0,0,0.201666667,19.69,82.335,202.2533333,378.9683333,483.8716667,662.585,910.8916667,1013.943333,1012.146667,1064.03,1168.53,1188.293333,1080.475,1006.591667,959.5666667,849.1816667,949.2633333,780.9816667,829.6933333,587.0516667,531.7766667,404.3966667,198.0916667,93.885,17.83833333,0.073333333,0,0,0,0,0,0,0,0,0,0,,
26-03,0,0,0,0,0,0,0,0,0,0,0,0.44,28.6,94.38,203.28,411.5833333,562.43,704.8433333,785.125,866.8366667,858.5316667,1065.203333,1149.903333,1111.495,1168.493333,1164.075,1191.006667,1017.426667,992.8966667,840.6016667,756.5616667,635.4883333,502.9566667,380.3066667,169.8766667,74.83666667,17.49,2.603333333,0.311666667,0,0,0,0,0,0,0,0,0,,
27-03,0,0,0,0,0,0,0,0,0,0,0,0.1155,17.424,55.704,121.704,343.266,510.5265,635.9925,763.389,866.5965,978.8295,1019.3865,1118.997,1139.8035,1169.0745,1166.7315,1062.402,1071.213,1009.6515,785.895,753.5055,681.4665,492.2775,360.36,222.156,113.751,37.092,11.946,2.673,0.033,0,0,0,0,0,0,0,0,,
28-03,0,0,0,0,0,0,0,0,0,0,0,0.139333333,16.61366667,39.27183333,109.5691667,249.7476667,306.2565,466.0736667,649.8543333,773.7656667,787.71,869.3171667,832.557,1032.912833,941.9135,1164.1795,1115.396333,1083.056333,914.2906667,823.1685,742.2506667,644.9685,512.5725,325.468,196.8211667,94.52483333,39.83466667,14.12766667,2.487833333,0.053166667,0,0,0,0,0,0,0,0,,
29-03,0,0,0,0,0,0,0,0,0,0,0,2.673,39.5505,138.336,239.415,318.0045,434.214,654.5055,811.9815,925.056,838.1505,833.5305,940.599,1092.0195,1061.412,1059.7785,944.889,840.0975,873.741,608.718,504.174,506.55,308.0385,286.5225,205.8705,87.1035,23.892,5.7915,1.4685,0,0,0,0,0,0,0,0,0,,
30-03,0,0,0,0,0,0,0,0,0,0,0,3.0525,54.8295,116.985,252.945,440.517,535.128,513.777,667.9365,914.76,1048.74,1142.7075,1172.622,1192.8675,1182.3405,1163.547,1179.849,1062.237,990,909.942,840.807,685.3935,544.3185,438.669,273.999,148.6155,51.777,12.639,3.3,0.066,0,0,0,0,0,0,0,0,,
31-03,0,0,0,0,0,0,0,0,0,0,0,3.479666667,34.20266667,78.41166667,259.0756667,409.288,540.1696667,563.1046667,635.9833333,691.3646667,713.031,849.6803333,868.285,832.678,906.5613333,999.0566667,1030.410333,1009.052,717.904,620.9353333,535.5826667,455.8986667,383.5296667,304.1573333,215.578,89.66833333,35.88933333,9.999,4.055333333,0.154,0,0,0,0,0,0,0,0,,
01-04,0,0,0,0,0,0,0,0,0,0,0,3.428333333,27.77866667,69.86466667,217.5616667,324.2286667,406.7946667,476.564,691.427,781.1246667,896.8996667,972.8363333,990.033,1030.81,1059.358667,1019.315,1033.802,951.6356667,882.9883333,790.5516667,702.768,661.21,517.8616667,367.1983333,217.8,114.4476667,45.65,8.536,1.771,0.033,0,0,0,0,0,0,0,0,,
02-04,0,0.036666667,0,0,0,0,0,0,0,0,0,5.551333333,40.832,96.40766667,229.0713333,352.1723333,466.015,612.5166667,754.4166667,882.464,948.871,994.983,1037.765667,1087.284,1099.200667,1121.12,1184.117,1078.942333,1005.345,918.3936667,855.173,753.137,582.5306667,433.4806667,307.7506667,142.4023333,83.82733333,36.62266667,11.63433333,0.465666667,0,0,0,0,0,0,0,0,,
03-04,0,0,0,0,0,0,0,0,0,0,0.057291667,7.347083333,44.31395833,121.1947917,253.2795833,390.2272917,553.196875,722.6564583,889.9389583,978.5645833,973.04625,1101.129792,1200.161875,1274.375208,1271.33875,1257.806458,1303.174583,1240.774792,1216.904792,1091.493333,1020.396667,765.5564583,590.5441667,410.3916667,357.7589583,204.6847917,91.30916667,34.9525,9.925208333,0.449166667,0,0,0,0,0,0,0,0,,
04-04,0,0,0,0,0,0,0,0,0,0,0,10.18233333,58.89033333,126.038,272.9943333,402.6953333,493.042,627.836,715.814,829.554,869.3043333,1043.724,1084.798,1080.471333,1045.033,1079.243,978.4426667,943.9576667,925.1403333,876.8503333,790.702,753.0526667,619.5346667,455.1726667,294.294,156.4236667,90.95166667,40.89433333,11.363,0.414333333,0,0,0,0,0,0,0,0,,
05-04,0,0,0,0,0,0,0,0,0,0,0,7.894333333,42.08966667,105.1306667,183.018,300.278,498.3953333,619.4613333,882.7316667,1037.868333,1167.602333,1196.026333,1191.831667,1147.758333,1227.757667,1220.054,1223.097333,1136.993,1060.939,941.6073333,898.051,756.6276667,637.7396667,541.409,347.5376667,183.1976667,112.2696667,39.64766667,13.59233333,1.815,0,0,0,0,0,0,0,0,,
06-04,0,0,0,0,0,0,0,0,0,0,0,12.585375,64.420125,155.953875,332.198625,497.932875,691.758375,825.891,953.65875,1026.58875,1169.0085,1266.53175,1266.573,1255.142625,1319.77725,1340.620875,1396.390875,1418.142,1282.5945,1214.090625,989.839125,862.71075,701.691375,542.949,365.998875,179.355,97.88625,40.18575,13.5135,1.340625,0,0,0,0,0,0,0,0,,
07-04,0,0,0,0,0,0,0,0,0,0,0.3795,19.3215,68.3925,136.9665,343.398,462.7425,602.3655,747.054,858.429,977.922,1080.288,1139.9025,1231.494,1250.8155,1249.083,1298.5335,1332.969,1319.2245,1190.343,1073.457,836.6655,696.696,605.88,514.338,337.227,166.221,87.5655,35.7225,16.4505,1.386,0,0,0,0,0,0,0,0,,
08-04,0,0,0,0,0,0,0,0,0,0,0.165,16.467,61.1655,160.974,349.7175,487.5915,636.4215,758.901,951.093,1067.5005,1161.6825,1175.328,1221.3135,1240.5195,1259.181,1254.825,1242.12,1218.9705,1108.602,954.1785,863.577,745.3875,644.1765,468.3525,317.163,158.6805,82.434,28.8915,6.864,0.8745,0,0,0,0,0,0,0,0,,
09-04,0,0,0,0,0,0,0,0,0,0,0.4455,15.9225,44.5335,104.3955,196.1685,294.7065,427.614,517.836,679.3545,854.238,1092.8775,1121.5875,1243.8195,1220.9505,1386.0165,1281.7365,1102.7115,855.888,735.0585,581.031,484.8525,387.0735,353.4795,298.5015,221.595,126.3735,63.063,24.2715,6.4845,1.716,0.033,0,0,0,0,0,0,0,,
10-04,0,0,0,0,0,0,0,0,0,0,1.290666667,25.74,80.56766667,196.6653333,368.6833333,512.6293333,670.2263333,802.967,898.0253333,1006.767667,1071.737333,1159.117667,1265.557333,1245.112,1216.039,1253.904667,1156.859,1187.695667,1011.849667,927.113,807.2423333,682.7076667,578.1563333,446.2333333,313.3423333,145.2586667,78.32366667,24.35766667,14.51266667,1.822333333,0.033,0,0,0,0,0,0,0,,
11-04,0,0,0,0,0,0,0,0,0,0,1.415333333,29.19033333,80.10933333,184.8036667,368.522,534.237,683.8516667,826.1696667,952.2663333,1132.090667,1175.757,1219.980667,1270.819,1336.184667,1378.560333,1369.184667,1337.889667,1210.766333,1133.737,1054.936667,933.2436667,745.0226667,592.1263333,467.4413333,308.4693333,135.7913333,70.708,17.97766667,9.320666667,1.254,0.033,0,0,0,0,0,0,0,,
12-04,0,0,0,0,0,0,0,0,0,0,2.981,26.16166667,73.94566667,198.7003333,350.053,465.6483333,604.527,692.318,866.877,963.512,987.481,1004.454,913.9203333,1025.926,1033.420667,1006.965667,996.9043333,774.1176667,854.7623333,666.787,694.859,561.6526667,458.3736667,415.1546667,256.575,171.8053333,100.353,40.645,16.34966667,3.586,0.033,0,0,0,0,0,0,0,,
13-04,0,0,0,0,0,0,0,0,0,0,2.948,32.07966667,77.88733333,206.5323333,292.5596667,370.1243333,510.4623333,583.4656667,715.7186667,916.5786667,1024.939667,946.0806667,1046.334667,936.6573333,1040.347,904.9113333,899.6056667,821.3516667,867.0713333,758.2556667,613.745,569.3013333,505.01,411.3303333,337.8723333,216.678,145.7353333,67.73433333,23.12566667,4.389,0.135666667,0,0,0,0,0,0,0,,
14-04,0,0,0,0,0,0,0,0,0,0,5.639333333,38.88133333,92.345,257.5026667,410.5713333,527.0466667,702.9476667,859.6646667,845.5516667,938.2046667,1077.079667,991.925,971.1606667,1001.872667,879.0576667,896.5623333,789.0593333,948.057,805.09,698.6173333,563.2916667,513.689,417.5893333,373.7506667,272.14,182.1416667,108.9366667,38.73466667,11.594,2.753666667,0.066,0,0,0,0,0,0,0,,
15-04,0,0,0,0,0,0,0,0,0,0,4.458666667,31.48933333,88.30066667,178.2733333,251.8156667,351.7946667,479.281,627.7516667,696.6923333,864.424,1177.814,1297.699333,1163.499333,1134.32,991.9506667,946.3153333,886.7283333,885.8666667,778.129,662.013,480.0693333,430.3273333,419.573,307.2373333,237.3653333,181.1846667,119.68,54.81666667,15.57966667,4.297333333,0.183333333,0,0,0,0,0,0,0,,
16-04,0,0,0,0,0,0,0,0,0,0,7.091333333,36.11666667,72.78333333,154.8873333,257.9243333,374.2603333,483.098,557.788,602.9796667,631.3413333,694.991,706.453,767.5433333,871.706,846.4463333,805.1963333,820.468,813.4133333,831.8346667,830.4486667,810.7183333,705.6756667,506.5463333,344.3403333,257.554,182.0683333,138.039,64.83033333,22.05866667,5.5,0.117333333,0,0,0,0,0,0,0,,
17-04,0,0,0,0,0,0,0,0,0,0,7.553333333,45.97633333,99.121,289.2926667,436.073,566.368,723.195,900.6506667,1099.090667,1212.735333,1281.247,1361.422333,1364.399667,1444.373333,1492.769667,1377.867333,1365.452,1309.751667,1132.842333,970.2403333,770.539,715.2016667,591.5543333,475.222,323.7006667,256.256,122.2686667,47.608,22.52066667,6.739333333,0.341,0,0,0,0,0,0,0,,
18-04,0,0,0,0,0,0,0,0,0,0.033,11.3685,64.647,108.4215,169.5375,267.3825,363.528,418.0605,577.368,708.477,745.074,901.263,1090.98,1138.401,933.4215,892.386,839.4705,777.7275,731.115,721.908,656.7825,580.3875,481.536,385.407,303.3195,252.5655,158.5485,101.7225,49.071,18.7935,4.752,0.231,0,0,0,0,0,0,0,,
19-04,0,0,0,0,0,0,0,0,0,0.106333333,11.957,53.59933333,110.0586667,212.1863333,331.6133333,445.7383333,574.0533333,748.011,874.7273333,867.768,1070.85,1233.969,1168.049667,1091.684,1234.2,1238.035333,1087.804667,1118.707333,1018.38,923.4426667,838.2256667,772.4456667,659.01,484.3776667,357.5806667,248.2883333,153.4646667,81.928,36.586,11.83966667,0.839666667,0,0,0,0,0,0,0,,
20-04,0,0,0,0,0,0,0,0,0,0.2475,15.51,62.535,128.37,234.465,350.493,467.577,661.4025,851.433,1023.6765,1122.759,1261.3425,1254.297,1439.097,1533.576,1579.4625,1571.13,1523.082,1452.858,1346.532,1244.859,1172.556,1037.2725,862.125,682.275,508.728,323.3835,176.3685,85.503,28.3305,7.6065,0.462,0,0,0,0,0,0,0,,
21-04,0,0,0,0,0,0,0,0,0,0.6105,15.51,51.348,115.137,206.0355,269.016,370.7055,452.1825,533.7255,589.776,637.164,754.644,838.596,877.14,854.073,849.354,932.052,855.7725,788.205,787.248,717.717,696.993,731.2965,648.1035,542.388,490.2315,271.0125,145.2165,59.73,20.163,6.072,0.6105,0,0,0,0,0,0,0,,
22-04,0,0,0,0,0,0,0,0,0,0.4785,21.3675,74.646,157.6575,356.1195,493.581,646.9155,772.629,936.6555,978.8625,1110.714,884.6145,921.36,1131.5865,1361.4645,1023.066,1190.5575,1124.4255,1137.1305,880.143,894.102,1019.964,714.0375,451.7865,435.006,360.8715,297.7425,151.437,64.449,25.542,8.91,1.122,0,0,0,0,0,0,0,,
23-04,0,0,0,0,0,0,0,0,0,0.6105,19.8165,62.5185,112.4475,171.6495,276.672,371.4975,456.852,618.255,750.486,806.124,928.9335,1025.376,1152.228,1191.7785,1319.34,826.815,1106.6055,1135.596,917.532,874.401,827.9865,701.0025,582.615,454.1625,373.395,293.898,193.3305,77.0055,27.3735,8.283,1.023,0,0,0,0,0,0,0,,
24-04,0,0,0,0,0,0,0,0,0,0.924,19.338,52.3215,113.6355,198.528,293.337,432.5145,768.108,901.9725,988.746,1142.7405,967.626,846.516,929.2635,852.258,880.2585,983.1855,929.3295,931.8045,787.3965,980.6115,607.2825,794.145,485.166,528.3465,438.5865,332.31,150.579,80.7675,21.3345,8.0685,1.2045,0,0,0,0,0,0,0,,
25-04,0,0,0,0,0,0,0,0,0,1.2375,28.182,76.3455,142.9395,257.5815,405.4875,536.679,762.4485,763.092,664.9005,746.8395,849.189,847.803,889.086,776.754,789.525,884.8125,1025.013,867.1245,1011.549,915.189,815.298,688.7595,489.2415,438.174,398.673,354.552,234.234,98.604,31.6305,7.4745,1.3035,0.033,0,0,0,0,0,0,,
26-04,0,0,0,0,0,0,0,0,0,0.99,24.42,69.135,121.605,226.7265,313.7805,393.261,469.425,556.5945,666.204,870.7875,958.1055,1054.8285,1148.4825,1238.127,1230.603,987.0135,746.1795,907.4175,772.6455,699.699,699.9135,665.8575,573.441,391.0995,328.119,232.716,144.441,74.4315,30.3765,10.758,1.584,0,0,0,0,0,0,0,,
27-04,0,0,0,0,0,0,0,0,0,3.663,33.4785,80.487,151.1895,352.7535,497.574,598.4385,562.98,691.8615,886.38,960.3495,1027.356,1125.201,1147.74,1107.282,1074.2985,1076.6415,1101.1605,1047.123,969.0945,829.3395,723.0795,624.822,548.8065,430.122,269.2635,194.7825,122.3145,59.169,20.724,6.0555,0.5445,0,0,0,0,0,0,0,,
28-04,0,0,0,0,0,0,0,0,0,3.0195,33.528,82.9785,162.36,249.579,471.933,525.822,632.412,809.82,797.082,783.288,846.4005,846.78,1009.107,975.2985,1037.586,994.6695,1069.6455,965.4315,890.769,870.507,752.0535,644.094,539.979,431.0625,429.957,305.184,157.245,79.827,28.149,11.3025,1.947,0.066,0,0,0,0,0,0,,
29-04,0,0,0,0,0,0,0,0,0,3.7125,32.3895,84.414,190.509,319.935,451.803,547.767,649.2915,788.0565,869.3685,972.2625,1085.898,1132.329,1185.7395,1322.8215,1278.024,1271.457,1194.3855,1183.248,1082.9115,957.1815,848.5785,682.3245,609.5595,500.214,396.561,254.5125,172.5075,100.3035,34.9305,13.893,2.5575,0.066,0,0,0,0,0,0,,
30-04,0,0,0,0,0,0,0,0,0,6.336,41.5965,93.7035,185.6415,429.099,532.8345,683.595,873.7245,993.96,1148.3505,1271.061,1327.8375,1371.513,1339.6515,1340.526,1374.054,1289.7225,1304.325,1350.525,1243.638,1175.2125,995.511,963.9465,770.814,631.719,493.1025,370.227,239.8935,110.8635,27.8685,11.3025,1.8315,0,0,0,0,0,0,0,,
01-05,0,0,0,0,0,0,0,0,0,6.6495,37.587,83.919,157.3275,370.4085,484.1265,660.1485,787.9905,845.8065,955.416,989.7855,982.146,1110.351,1145.199,1225.1415,1335.246,1321.8315,1173.051,1077.219,1025.2935,963.27,889.7295,809.4735,624.9375,531.3495,409.8105,312.9555,212.9655,109.2465,37.6695,7.6725,1.056,0,0,0,0,0,0,0,,
02-05,0,0.073333333,0,0,0,0,0,0,0,2.922333333,32.648,83.919,176.385,344.0946667,386.386,475.9406667,673.5813333,874.335,933.1345833,1005.994,1012.176,1112.782,1230.797333,1205.860333,1240.858667,1168.981,1266.969,1155.759,1004.025,997.9493333,1054.614,916.9636667,716.595,538.5746667,292.0536667,195.008,167.805,112.9626667,37.29733333,11.792,2.365,0.066,0,0,0,0,0,0,,
03-05,0,0,0,0,0,0,0,0,0.033,10.26666667,42.00533333,93.60266667,195.0446667,372.9293333,532.2643333,646.7046667,795.8353333,912.5563333,1011.222667,870.793,763.8253333,732.523,717.838,646.0776667,694.617,1036.097333,901.8056667,929.247,801.7166667,862.686,688.3323333,665.753,591.294,504.185,405.9366667,324.9546667,220.55,111.9543333,38.85566667,18.205,5.547666667,0.099,0,0,0,0,0,0,,
04-05,0,0,0,0,0,0,0,0,0.099,11.088,50.886,101.244,201.762,291.5385,416.1795,602.8605,664.4715,830.94,770.3025,812.262,823.7295,919.4295,1009.206,962.742,1035.441,941.82,942.381,1142.691,838.893,944.3115,772.497,686.6475,580.3875,489.6375,310.0185,331.518,165.2145,108.2235,42.6195,13.3485,2.574,0.198,0,0,0,0,0,0,,
05-05,0,0,0,0,0,0,0,0,0.033,13.431,58.344,133.7655,258.5055,414.843,594.6765,666.5505,770.748,1006.929,987.36,947.8425,1075.7835,1017.456,1094.3955,1053.0135,1011.648,1022.538,974.4405,1037.091,980.2815,985.809,911.064,718.9215,606.6555,523.0005,433.884,370.26,237.3855,160.6275,65.703,21.12,5.94,0.33,0,0,0,0,0,0,,
06-05,0,0,0,0,0,0,0,0,0.231,15.378,55.5885,106.788,208.6755,335.445,467.346,646.272,809.061,921.1785,1122.924,1148.301,1093.0755,1317.9375,1164.6855,1360.8045,1359.3855,1316.7165,1235.025,1176.5655,1000.7085,973.731,928.092,744.018,631.983,507.6555,391.149,270.9135,189.816,104.544,33.891,6.897,1.1385,0.099,0,0,0,0,0,0,,
07-05,0,0,0,0,0,0,0,0,0.561,16.467,56.4465,105.0885,193.8915,318.5985,458.37,573.177,688.644,872.1735,1001.748,982.245,1128.27,1112.397,1140.9915,1226.478,1126.5045,1141.965,1127.412,1049.7795,1065.867,909.348,747.3675,619.5585,504.8505,463.5345,362.7195,297,197.637,135.993,63.921,21.6975,5.2965,0.4125,0,0,0,0,0,0,,
08-05,0,0,0,0,0,0,0,0,0.3135,9.7845,41.2335,96.8055,177.8535,264.066,336.897,375.3255,503.8605,620.136,688.842,846.6645,793.089,855.756,833.943,882.0075,888.69,833.1675,854.2215,823.35,752.1855,712.4205,609.51,529.353,428.0925,386.5785,332.376,249.843,182.6385,105.435,40.986,10.0155,2.706,0.363,0,0,0,0,0,0,,
09-05,0,0,0,0,0,0,0,0,0.6105,17.0775,52.8825,104.9235,230.2245,417.054,578.193,700.5075,840.9885,979.3575,1138.137,1273.041,1330.0485,1388.871,1414.1655,1380.918,1423.9995,1354.3695,1328.1675,1264.8735,1097.646,1103.322,1021.515,892.452,707.619,593.2575,477.1965,369.204,291.5055,179.9655,61.2975,27.7365,8.4975,1.1715,0,0,0,0,0,0,,
10-05,0,0,0,0,0,0,0,0,0.8085,18.9915,57.453,102.432,242.0385,399.795,534.6165,669.0255,811.536,928.224,1050.7035,1142.7735,1157.475,1188.726,1265.913,1080.057,1152.492,1093.8675,1155.561,1103.3715,1256.574,1005.906,740.1405,857.7195,676.17,565.257,441.3585,313.5825,281.2755,178.0845,66.8415,33.099,11.9955,1.9635,0,0,0,0,0,0,,
11-05,0,0,0,0,0,0,0,0,2.1945,28.9575,74.844,134.277,269.577,414.183,566.676,734.778,815.364,958.221,1014.057,1158.3825,1252.0365,1313.9445,1358.214,1275.3015,1337.523,1146.7665,1068.969,1055.241,976.371,1034.286,877.932,811.1235,748.7535,600.864,443.223,375.375,266.0295,170.709,58.311,25.1625,6.0885,0.9075,0,0,0,0,0,0,,
12-05,0,0,0,0,0,0,0,0,3.168,31.7955,90.3045,151.8495,299.7885,429.4785,584.925,656.0895,705.4245,846.2025,863.2305,1123.32,1211.595,1175.196,1248.7365,1320,1296.6525,1260.4515,1155.363,1183.743,1152.9705,1088.406,981.156,846.087,716.166,593.7525,476.5365,346.5165,271.2105,157.773,59.4,22.6215,8.943,1.8645,0.033,0,0,0,0,0,,
13-05,0,0,0,0,0,0,0,0,1.749,21.8625,61.479,118.965,283.635,459.129,607.5465,732.435,879.5325,1029.2535,1166.6655,1220.043,1323.366,1401.642,1403.4075,1346.6475,1347.6375,1271.6055,1292.445,1241.625,1199.088,1178.6775,1052.205,966.1245,870.7545,695.2275,568.0785,449.361,337.854,207.8835,79.398,30.2115,11.979,1.485,0,0,0,0,0,0,,
14-05,0,0,0,0,0,0,0,0,2.7885,22.7865,63.69,132.627,202.7355,316.107,474.837,606.5895,718.542,823.977,973.1535,1103.5695,1256.046,1397.781,1278.288,1228.953,1076.724,1230.0255,1452.825,1336.3845,1303.665,1312.872,1126.554,929.544,826.6335,712.041,617.6115,490.5945,362.5215,212.124,73.062,26.301,9.735,1.419,0,0,0,0,0,0,,
15-05,0,0,0,0,0,0,0,0,7.128,31.02,62.7825,113.9985,216.513,332.4255,413.6715,525.6075,635.415,687.357,757.35,819.6045,944.7405,1021.482,987.459,958.914,1042.4865,1037.2395,923.2905,889.1685,1036.1505,797.247,838.926,662.409,559.548,456.192,315.1665,243.7875,171.138,105.402,52.47,19.866,7.029,0.825,0,0,0,0,0,0,,
16-05,0,0,0,0,0,0,0,0,3.377,25.751,66.814,108.8486667,277.2256667,436.7806667,552.9883333,703.0246667,838.497,952.721,1039.848333,1150.732,1236.033333,1247.568667,1248.701667,1262.055667,1307.617667,1385.347333,1353.575667,1202.362333,1194.977667,1158.842667,1040.372667,942.249,795.8426667,674.7436667,541.4566667,453.134,329.241,207.1153333,69.465,26.89133333,10.857,2.277,0.066,0,0,0,0,0,,
17-05,0,0,0,0,0,0,0,0,1.98,15.609,47.652,91.8225,162.723,220.6215,300.5475,397.122,476.1405,625.2015,756.2445,816.6015,883.146,975.0345,1100.1375,1288.782,1412.004,1302.5925,1252.02,1247.4825,1103.949,1059.6465,1024.518,888.2445,763.9005,655.941,507.8205,420.0735,323.07,190.806,71.5275,28.479,8.2995,1.4025,0.066,0,0,0,0,0,,
18-05,0,0,0,0,0,0,0,0,2.1945,19.9155,55.6215,102.366,185.394,285.9285,372.3885,477.7575,602.514,738.078,871.0515,961.5375,1103.091,1039.2525,1106.3085,945.4665,931.821,895.818,1013.9415,1064.481,833.9925,688.4955,562.6665,430.3365,427.2345,498.4155,489.159,348.348,243.078,159.621,71.5935,30.3105,11.8305,2.805,0.132,0,0,0,0,0,,
19-05,0,0,0,0,0,0,0,0,4.29,31.0695,80.322,151.437,225.3405,351.3015,459.2775,539.6985,679.2225,757.8945,753.555,748.077,718.872,752.565,923.769,953.436,960.7125,983.763,1053.129,1165.3125,1214.4,1085.7825,769.659,854.205,859.9305,628.089,566.0985,366.7125,349.635,222.717,97.1685,34.1055,12.0285,2.1615,0.1155,0,0,0,0,0,,
20-05,0,0,0,0,0,0,0,0,4.422,27.1755,70.9995,139.9035,244.596,373.9395,518.0505,708.3615,902.055,1088.3895,1196.8935,1221.1815,1267.7445,1303.6815,1360.6725,1337.358,1327.92,1313.235,1084.743,1189.98,909.711,878.163,700.3755,646.437,631.9995,459.393,287.892,245.0085,165.8745,128.106,70.9335,27.918,10.131,2.1945,0.1155,0,0,0,0,0,,
21-05,0,0,0,0,0,0,0,0.198,7.128,32.67,74.3655,138.1215,304.3425,420.3375,531.135,693.7425,894.4485,1025.8215,1160.1315,1070.553,1022.2245,1070.3715,1123.0065,1297.857,1401.7575,1369.1535,1347.2085,1322.3265,1143.879,1099.659,1009.569,961.158,836.913,713.13,581.482,451.6545,347.82,243.474,114.3285,52.3875,24.222,8.679,1.254,0,0,0,0,0,,
22-05,0,0,0,0,0,0,0,0,1.252166667,22.04033333,60.99683333,112.1725,175.4738333,234.9306667,245.4466667,317.0181667,453.0368333,519.519,662.706,683.9396667,780.0613333,865.8265,896.5201667,1026.650167,1128.904333,1174.820167,1153.3885,1332.4905,1120.711167,947.4171667,1076.823,949.6996667,960.674,726.957,573.1825,500.3533333,340.5728333,265.8846667,124.4265,62.34066667,21.153,7.128,1.078,0.0165,0,0,0,0,,
23-05,0,0,0,0,0,0,0,0.275,9.934833333,44.35566667,87.2905,143.8726667,344.6116667,477.7098333,607.7133333,766.8063333,901.9211667,1003.8435,1089.7205,933.163,1195.360833,1319.692,1250.362667,1338.619333,1192.495333,1039.3515,1092.6025,1072.584333,1169.441167,1120.348167,966.7276667,873.0975,758.7286667,638.462,555.302,390.4248333,245.1698333,143.3831667,89.617,49.60633333,22.85983333,4.709833333,1.298,0.132,0,0,0,0,,
24-05,0,0,0,0,0,0,0,0.1595,7.181166667,28.05183333,75.04566667,132.8195,190.938,307.2006667,361.1446667,450.307,551.6995,682.913,755.678,855.4443333,956.9065,1084.917167,1065.203333,981.0808333,991.2558333,845.5315,847.0641667,823.2363333,888.7871667,915.079,812.9971667,720.2195,662.838,569.613,449.8578333,343.9773333,240.7423333,173.8018333,116.0261667,76.4335,34.551,10.5655,1.596833333,0.066,0,0,0,0,,
25-05,0,0,0,0,0,0,0,0.275,8.224333333,40.656,78.16233333,138.127,203.0636667,394.2913333,497.9406667,647.2693333,920.282,890.5526667,903.6463333,974.5963333,961.4073333,1145.045,1227.772333,1194.343333,1248.404667,1268.670333,1187.241,1106.086667,1228.758667,959.6473333,901.4023333,795.0433333,492.712,603.757,416.548,484.209,221.859,225.6136667,127.2186667,55.968,22.00366667,8.778,1.921333333,0.073333333,0,0,0,0,,
26-05,0,0,0,0,0,0,0,0.176,16.04166667,40.43233333,86.14833333,135.08,332.046,453.4933333,531.3036667,637.7506667,737.2823333,844.943,844.7816667,741.598,971.96,908.4496667,950.3413333,934.9486667,1081.820667,946.1686667,951.1516667,893.9956667,1071.700667,885.1883333,832.7403333,877.9576667,690.503,530.8563333,443.8646667,322.8536667,247.5366667,182.292,118.8623333,60.12233333,24.97366667,11.836,2.306333333,0.091666667,0,0,0,0,,
27-05,0,0,0,0,0,0,0,0.483541667,10.6425,38.396875,100.7852083,183.5991667,299.1358333,355.09375,548.260625,735.515,847.776875,1097.417292,917.530625,905.636875,940.0416667,1039.781875,1124.669792,1038.7025,873.7322917,877.6579167,1070.089167,1004.827083,886.9872917,838.2,711.54875,678.1820833,543.19375,463.1572917,392.7916667,311.4352083,231.72875,150.7916667,86.64791667,46.52541667,17.826875,5.511458333,0.5775,0,0,0,0,0,,
28-05,0,0,0,0,0,0,0,0.190666667,6.666,28.99966667,81.54666667,168.3146667,233.5446667,307.1346667,398.31,775.1736667,855.4736667,827.013,666.5486667,721.2773333,827.6253333,829.8436667,911.1483333,875.9446667,1000.112667,1126.447667,1075.561667,1076.727667,1250.971333,1165.112667,1068.441,1014.739,811.3086667,732.6403333,605.9056667,522.7016667,425.4286667,223.113,100.21,46.541,20.482,7.223333333,0.968,0,0,0,0,0,,
29-05,0,0,0,0,0,0,0,0.344666667,8.143666667,30.162,61.644,143.968,246.6603333,325.006,334.873,433.1946667,541.31,545.5816667,764.39,1047.702333,1076.170333,1285.625,1346.818,1260.658667,1283.593667,1385.706667,1399.577667,1405.778,1272.443333,1150.534,1059.318333,949.1313333,837.9873333,745.5286667,559.1886667,396.9716667,201.3146667,184.7743333,113.9453333,58.322,21.93033333,7.285666667,1.1,0,0,0,0,0,,
30-05,0,0,0,0,0,0,0,0.348333333,10.054,47.399,86.07133333,149.3103333,206.4333333,262.933,313.522,365.7023333,420.7353333,503.8403333,549.747,674.3036667,813.076,836.7003333,848.5693333,1043.720333,817.2486667,752.2936667,655.941,749.7196667,784.8426667,707.432,945.3473333,946.6123333,915.0973333,806.938,548.867,433.389,312.664,209.8983333,111.1733333,59.56866667,25.22666667,7.421333333,0.803,0,0,0,0,0,,
